event_id,white_elo,black_elo,result,num_moves,white_castled,black_castled,white_castle_side,black_castle_side,num_captures,termination,moves_san
9729,2518,2326,1-0,55,True,True,kingside,kingside,23,resignation,Nf3 d5 g3 Nf6 Bg2 e6 O-O Be7 d3 O-O Nbd2 c5 e4 Nc6 Re1 b5 exd5 exd5 a4 bxa4 Rxa4 Bd7 Ra1 Re8 Nf1 Bd6 Rxe8+ Bxe8 b3 a5 Ne3 Bd7 Bb2 d4 Nc4 Bc7 Ba3 Qf8 Nfd2 Re8 Ne4 Nxe4 Bxe4 f5 Bd5+ Kh8 f4 Qe7 Qf1 Nb4 Bxb4 cxb4 Bf3 g5 Qf2 gxf4 Qxd4+ Qg7 Qxg7+ Kxg7 gxf4 Kf6 Kf2 Bxf4 Rxa5 Bxh2 Ra7 Re7 Kg2 Bf4 Rb7 h5 Rxb4 Rg7+ Kf1 Kg5 Rb7 Kh6 Nb6 Be8 Rxg7 Kxg7 Nd5 Bb8 d4 Bc6 c4 h4 Kg2 Bxd5 Bxd5 Kf6 b4 Bf4 Kf2 Bd2 b5 f4 Ke2 Ba5 c5 h3 b6 h2 Bh1 Ke6 Kd3 Kd7 Kc4 Bd2 c6+
9730,2468,2478,1-0,51,True,True,kingside,kingside,24,resignation,e4 e5 Nf3 Nc6 Bb5 f5 Qe2 fxe4 Qxe4 Nf6 Qe2 Bd6 d4 e4 c3 O-O Ng5 Be7 Nxe4 Nxe4 Qxe4 d5 Qe2 Bd6 Be3 Qh4 h3 Bf5 Nd2 a6 Bd3 b5 Nf3 Qh5 Bxf5 Qxf5 a4 bxa4 O-O a3 bxa3 Na5 Nd2 Qd7 c4 dxc4 Nxc4 Qb5 Rfc1 Nxc4 Qxc4+ Qxc4 Rxc4 Rfb8 a4 Kf7 d5 a5 Bc5 Bxc5 Rxc5 Ra7 Re1 Rb4 Rc3 Rf4 Rce3 c5 dxc6 Rc7 g3 Rf6 Re5 Rcxc6 Rxa5 Kg6 Ra7 Kh6 Re2 Rc1+ Kg2 Ra1 h4 g5 hxg5+ Kxg5 Ree7 h6 Rg7+ Kf5 Rgf7 Kg6 Rxf6+ Kxf6 Ra8 Kg7 a5 Ra2 a6 Kh7 a7 Kg7 Kh3
9731,2343,2335,1/2-1/2,12,True,False,kingside,none,6,draw,e4 c5 Nf3 d6 Bb5+ Bd7 Bxd7+ Qxd7 O-O Nf6 Re1 Nc6 c3 e6 d4 cxd4 cxd4 d5 e5 Ne4 Nbd2 Nxd2 Bxd2 Be7 Re3
9732,2237,2575,1-0,50,True,True,kingside,kingside,20,resignation,d4 Nf6 Nf3 e6 c4 c5 d5 exd5 cxd5 d6 Nc3 g6 g3 Bg7 Bg2 a6 a4 O-O O-O Nbd7 Bf4 Qe7 h3 Rb8 Qd3 h6 e4 g5 Bd2 b5 axb5 axb5 Rfe1 b4 Nb5 g4 hxg4 Nxg4 Bf4 Nde5 Qe2 Nxf3+ Bxf3 Ne5 Na7 Bd7 Ra6 Ra8 Rea1 Rfe8 Nc6 Bxc6 dxc6 Nxf3+ Qxf3 Rac8 Re1 Bxb2 Bxh6 Qf6 Bf4 Be5 Qg4+ Qg7 Qf5 b3 Rb6 c4 Rc1 Bd4 Rb5 Rxc6 Qd7 Rec8 Rg5 b2 Rxg7+ Bxg7 Rb1 c3 Qg4 R8c7 Bh6 f5 exf5 Kf8 Qg6 Bxh6 Qxh6+ Ke8 Qh8+ Kd7 Re1 d5 Qe8+ Kd6 Qf8+ Kd7 Re7+ Kd6 Re6+
9733,2683,2416,1/2-1/2,53,True,True,kingside,kingside,24,draw,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 Be3 e5 Nb3 Be6 Qd2 Nbd7 f3 h5 Be2 Rc8 O-O Be7 Nd5 Bxd5 exd5 Nb6 c4 Nxc4 Bxc4 Rxc4 Na5 Rc7 b4 Qd7 a4 O-O Qd3 Rfc8 Ra3 h4 h3 Nh5 b5 axb5 axb5 Ng3 Re1 Bf6 Nc6 bxc6 dxc6 Qe8 Ra4 Re7 Qd5 e4 f4 g6 Rc4 Nf5 b6 Nxe3 Rxe3 Rxc6 Rxc6 Bd4 Kf2 Bxe3+ Kxe3 Qa8 Qc4 Qa3+ Qc3 Qxc3+ Rxc3 Rb7 Rb3 d5 Kd4 Kf8 Kxd5 e3 Kc6 e2 Rb1 Re7 b7 Re6+ Kd5 e1=Q Rxe1 Rb6 f5 gxf5 Ke5 Rxb7 Kxf5 Rb2 Rg1 Kg7 Kg5 Rb4 Kh5 Ra4 Kg5 Rb4 Kh5
9734,2133,2058,1/2-1/2,71,True,True,kingside,kingside,25,draw,e4 c5 Nf3 e6 d4 cxd4 Nxd4 a6 Bd3 Bc5 Nb3 Ba7 O-O Nc6 c3 Nf6 Bf4 d6 N1d2 O-O Qe2 e5 Bg5 h6 Bh4 g5 Bg3 Bg4 Qe1 h5 h4 Nh7 Kh1 gxh4 Bh2 Kh8 f3 Be6 Bc4 h3 g3 Qe7 Bg1 Rg8 Bxa7 Nxa7 Rg1 Rg7 Kh2 Rag8 Qe3 Nc6 Bxe6 Qxe6 Rae1 Rg6 Nc1 Ne7 Nd3 f5 f4 Nf6 Nf2 h4 Nf1 Ng4+ Nxg4 Rxg4 exf5 Nxf5 Qf3 Qg6 fxe5 hxg3+ Nxg3 Rxg3 Rxg3 Nxg3 Qf6+ Qxf6 exf6 Nh5 Kxh3 Nxf6 Re7 Rg7 Re6 Nd5 Rxd6 Nf4+ Kh4 Kg8 c4 Ng6+ Kg5 Ne5+ Kf6 Nxc4 Rd8+ Kh7 b3 Na5 Rd2 Rg6+ Ke7 Kg7 Kd7 Rf6 Rd5 Nc6 Kc7 b5 a4 b4 Rd6 Na5 Rd4 Nxb3 Rxb4 Nc5 Rc4 Ne6+ Kb7 Nd8+ Kc7 Ne6+ Kb7 a5 Kb6 Rf5 Rc8 Nd4 Rc4 Nb3 Rc3 Rf6+ Kb5 Rf5+ Kb6 Nd4 Rc4 Ne6 Rc8
9735,2221,1872,1-0,24,True,True,queenside,kingside,14,resignation,e4 e6 d4 d5 Nc3 Nf6 e5 Nfd7 f4 c5 Nf3 Nc6 Be3 cxd4 Nxd4 Bc5 Qd2 O-O O-O-O a6 h4 Nxd4 Bxd4 b5 Rh3 b4 Na4 Bxd4 Qxd4 f6 Qxb4 fxe5 Qd6 Qf6 f5 Qh6+ Kb1 Rxf5 Be2 Qg6 h5 Qxg2 Qxe6+ Rf7 Bf3 Nf8 Qxf7+ Kxf7 Bxg2
9736,2467,2363,1-0,63,True,True,kingside,kingside,26,resignation,d4 Nf6 c4 g6 Nc3 d5 Nf3 Bg7 Qb3 dxc4 Qxc4 O-O e4 Nc6 Be2 Bg4 d5 Bxf3 gxf3 Ne5 Qb3 c6 f4 Ned7 Be3 cxd5 e5 Ne4 Nxe4 dxe4 Qxb7 Qa5+ Bd2 Qa4 Bb5 Nc5 Bxa4 Nxb7 Bc6 Rab8 b4 f6 Bxe4 fxe5 fxe5 Bxe5 Rd1 Nd6 Bd5+ Kg7 O-O Rf5 Rfe1 Bf6 Be6 Re5 a4 Nf5 Rxe5 Bxe5 Bxf5 gxf5 b5 a6 bxa6 Ra8 a5 Rxa6 Bb4 Rg6+ Kf1 Ra6 h3 Bd6 Bxd6 exd6 Rd5 Kf6 Ke2 Ke6 Rb5 Rc6 Rb2 Ra6 Rb5 Rc6 Rb2 Ra6 Ra2 Kd5 Kd3 Kc5 Kc3 d5 Ra1 d4+ Kd3 Kd5 h4 Kc5 Ra4 Kb5 Rxd4 Kxa5 Rd5+ Kb4 Rxf5 Rd6+ Ke4 Kc4 f4 Rd1 Rf7 h5 Rc7+ Kb5 f5 Rh1 f6 Rxh4+ Ke5 Rh1 f7 Rf1 Ke6 h4 Rc8
9737,2597,2073,1-0,49,True,True,kingside,kingside,24,resignation,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 Be3 e6 a4 Be7 a5 O-O Be2 Nc6 Nb3 d5 exd5 Nxd5 Nxd5 Qxd5 Qxd5 exd5 O-O Bf5 c3 Rfd8 Bb6 Rd7 Rfe1 Bc2 Bg4 f5 Bd1 Bxd1 Raxd1 Kf7 Kf1 Re8 Re3 Bf8 Red3 Re5 g3 g5 c4 g4 Be3 Bb4 Bb6 Bf8 R3d2 Bb4 Rxd5 Rexd5 cxd5 Ne7 Rd4 Nxd5 Bc5 Bxc5 Nxc5 Rd8 Nxb7 Rb8 Rxd5 Rxb7 Rxf5+ Kg6 Rf4 h5 b4 Re7 Rc4 Re6 Kg2 Kg5 Rc8 Rd6 h3 Rd4 Rc5+ Kg6 Rc6+ Kf5 Rh6 Kg5 Rxa6 gxh3+ Kxh3 Rxb4 f4+ Kf5 Ra8 Ra4 a6
9738,2318,2399,0-1,54,True,True,kingside,kingside,16,resignation,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 Be2 e5 Nb3 Be7 Be3 Be6 O-O O-O Qd2 Nbd7 a4 Rc8 a5 Qc7 Rfd1 Rfd8 Qe1 Qc6 Bf3 Ng4 Bd2 Bh4 g3 Be7 Rac1 h5 Nd5 Bxd5 exd5 Qa4 Be2 Ngf6 Ra1 Qe4 c4 Qg6 Rac1 Ng4 Na1 f5 b4 h4 f3 Ngf6 Qf2 Nh5 g4 fxg4 fxg4 Rf8 Qg2 Nf4 Bxf4 Rxf4 c5 Rxb4 c6 Nf6 Nc2 Rb2 Ne3 Qg5 Nf5 Bf8 Rb1 Rxe2 Qxe2 bxc6 h3 cxd5 Ne3 d4 Ng2 Rc3 Rd3 d5 Rb3 Bc5 Kh2 e4 Rdxc3 dxc3 Rb8+ Kh7 Rc8 d4 Qf2 Bd6+ Kh1 Qc1+ Ne1 Qf4 Qxh4+ Kg6 Kg2 Qh2+ Kf1 Bg3
9739,2533,2301,1-0,83,True,True,kingside,kingside,23,resignation,d4 d5 Nf3 Nf6 c4 dxc4 e3 Be6 Nc3 h6 Be2 c6 Ne5 Nbd7 Nxc4 Bxc4 Bxc4 e6 O-O b5 Be2 b4 Na4 Qc7 Qc2 Bd6 g3 c5 dxc5 Nxc5 Bd2 O-O Rfc1 Rfc8 Nxc5 Qxc5 Qxc5 Rxc5 Rxc5 Bxc5 Rc1 Rd8 Be1 Bd6 Ba6 Kf8 Kf1 Ke7 Ke2 Rb8 Rc8 b3 axb3 Rxb3 Bc3 e5 Bc4 Rb8 Rxb8 Bxb8 Bb4+ Bd6 Bxd6+ Kxd6 Bxf7 e4 h3 Nd7 Bc4 Nc5 Kd2 Na4 Kc2 a5 Bb5 Nb6 Ba6 Nd7 Bb7 Nf6 Kb3 Nd7 Kc3 Nc5 Ba8 Na4+ Kb3 Nc5+ Kc2 Ke5 Bc6 Kd6 Bb5 Ke5 Kc3 Kd5 Bc4+ Ke5 Bg8 Na4+ Kb3 Nb6 Kc3 Na4+ Kc2 Nc5 b3 Nd7 Kc3 Nb6 Bc4 Nd7 Bf7 Nb6 Bg8 g6 Bf7 g5 Bg8 a4 b4 Kd6 Kd4 Nd7 Ba2 Nf6 Bc4 h5 Ba2 h4 gxh4 gxh4 Bc4 a3 Kc3 Nh7 Kb3 Ng5 Bf1 a2 Kxa2 Nf3 Kb2 Kd5 Kc3 Ne5 Be2 Nd7 Bc4+ Ke5 b5 Nc5 Be2 Kd5 Kb4 Nd7 Bc4+ Kd6 Bb3 Nc5 Bc2 Kd5 b6 Kc6 b7 Kd5 Bxe4+
9740,2634,2201,1-0,31,True,True,kingside,kingside,12,resignation,e4 c5 Nf3 Nc6 Bb5 d6 O-O Bd7 c3 a6 Ba4 Nf6 Re1 c4 Bc2 g6 b3 cxb3 axb3 Bg7 d4 O-O h3 Rc8 d5 Nb8 Ra2 b5 Bd3 a5 Nd4 b4 cxb4 axb4 Nc2 e6 Nxb4 Qb6 Bd2 Qd4 Na3 exd5 Nac2 Qb6 exd5 Qb7 Bc4 Bb5 Na3 Bxc4 Nxc4 Rfd8 Qf3 Rc5 Rea1 Rxd5 Ra7 Qb5 R1a5 Qe8 Nxd5 Nxd5
9741,1791,2033,0-1,74,True,True,kingside,kingside,21,resignation,d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 c5 O-O a6 a4 Nc6 Qe2 cxd4 Rd1 Be7 exd4 O-O Nc3 Nb4 Bg5 Re8 Ne5 Nfd5 Bxe7 Qxe7 Qe4 Rd8 Rac1 Bd7 Bxd5 Nxd5 Nxd5 exd5 Qc2 Rac8 Qb3 Be6 Rc3 Rxc3 bxc3 h6 Nd3 Bc8 Nc5 Rd6 a5 Qg5 Re1 Bh3 g3 Rf6 Qc2 g6 Re5 Qg4 Qe2 Rf3 Re8+ Kg7 Qe5+ Rf6 Qe2 Qf5 Re5 Qb1+ Qe1 Qc2 Re2 Qf5 f4 b6 Re5 Qg4 Nd3 Qf3 Qe2 Qxe2 Rxe2 bxa5 Nc5 g5 Kf2 gxf4 gxf4 Rg6 Re5 Rg2+ Kf3 Rxh2 Kg3 Rh1 Rxd5 Bf1 Ne4 Rh3+ Kf2 Bb5 Rc5 Bd3 Nd6 a4 Ra5 Bc2 c4 Rc3 Ke2 Bb3 Kd2 Rc2+ Kd3 Rc1 Rxa6 h5 c5 h4 Nf5+ Kh7 Rh6+ Kg8 Ne7+ Kf8 Nf5 Ke8 c6 Kd8 Ne3 a3 d5 a2 Rd6+ Kc7 Rd7+ Kc8 Rxf7 a1=Q Rf8+ Kc7 Rf7+ Kd6 Rd7+ Kc5 c7 Qd4+ Ke2 Bd1+
9742,2517,2250,1/2-1/2,38,False,True,none,kingside,21,draw,d4 Nf6 c4 c5 d5 b5 cxb5 a6 bxa6 g6 Nc3 Bxa6 e4 Bxf1 Kxf1 d6 Nf3 Nbd7 h3 Bg7 Kg1 O-O Kh2 Nb6 Re1 Nfd7 Re2 Nc4 Rc2 Qa5 Qd3 Nde5 Nxe5 Nxe5 Qe2 Qa6 Qxa6 Rxa6 Bg5 f6 Be3 Nc4 Re1 Nxe3 Rxe3 f5 exf5 Be5+ Rxe5 dxe5 fxg6 hxg6 a3 Rf4 f3 Rc4 Re2 Rb6 Kg3 Kf7 h4 Rd4 a4 Rdb4 a5 Ra6 Rxe5 Rxb2 Ne4 c4 Ng5+ Ke8 Re4 Rxa5 Rxc4 Rxd5 Rg4
9743,2189,1882,1-0,31,True,True,kingside,kingside,12,resignation,d4 d5 Nf3 Nf6 c4 dxc4 g3 c6 Bg2 g6 O-O Bg7 Nbd2 Be6 Qc2 Nbd7 Ng5 Bg4 Nxc4 h6 Nf3 O-O Rd1 Bf5 Qd2 b5 Na5 Qb6 b4 Ne4 Qe1 e5 Be3 Rac8 Rac1 Qa6 Nh4 exd4 Bxd4 Ne5 Bxe5 Bxe5 g4 Bf6 gxf5 Rfe8 Nf3 g5 h3 h5 Nh2 g4 Bxe4 Rxe4 Rd6 Bd4 Rdxc6 Rxc6 Rxc6 Bb6 Qd2 f6 Qd5+
9744,2263,2185,1/2-1/2,74,True,True,kingside,kingside,28,draw,e4 d5 exd5 Qxd5 Nc3 Qa5 Bc4 Nf6 Qe2 Nc6 Nf3 Bg4 Bb5 Bd7 O-O e6 d4 Bb4 Bd2 a6 Bc4 O-O a3 Bxc3 bxc3 Qh5 Rab1 b5 Bd3 Rfe8 Rfe1 h6 a4 bxa4 Bxa6 Rab8 Qd3 Rxb1 Rxb1 e5 dxe5 Nxe5 Nxe5 Qxe5 Qd4 Qh5 Bd3 Bc6 f3 Ra8 c4 a3 Ra1 Nd7 Be3 Qe5 Ra2 Qe7 Bd2 Nf6 Bc3 Rb8 Ra1 Ra8 Re1 Qd6 Qxd6 cxd6 Bxf6 gxf6 Ra1 d5 Kf2 Kf8 Ke3 dxc4 Bxc4 Ra5 g3 Kg7 f4 Bd7 Kd4 Bf5 Bb3 Be6 Kc3 Ra7 Kb4 a2 c4 Kg6 Rxa2 Rxa2 Bxa2 Kf5 Bb1+ Kg4 c5 Kh3 f5 Bc8 Bd3 Kxh2 g4 Kg3 Be2 Kf4 c6 Kg5 Kc5 h5 gxh5 Bxf5 c7 Bc8 Kd6 f5 Ke7 f4 Kxf7 Kh6 Kf6 Bd7 Bf3 Bc8 Ke5 Kg5 Kd6 Kh6 Kc5 Kg5 Kb6 Kh6 Ka7 Kg5 Kb8 Be6 Bb7 Kxh5 Bc8 Bxc8 Kxc8 f3 Kd8 f2 c8=Q f1=Q
9745,2400,1972,1-0,23,True,True,kingside,kingside,8,resignation,c4 e5 Nc3 Nc6 g3 f5 Bg2 Nf6 a3 g6 b4 a6 Rb1 Rb8 Qa4 b6 Bxc6 dxc6 Qxc6+ Bd7 Qg2 Bg7 Nh3 O-O O-O f4 Ng5 Nh5 Qd5+ Kh8 Nf7+ Rxf7 Qxf7 Bf5 Rb3 Qg5 Nd5 Rf8 Qxc7 Be4 d3 Bf5 d4 Be4 dxe5 Bxe5
9746,2237,2263,1-0,34,True,True,kingside,kingside,17,resignation,e4 d6 d4 Nd7 c3 c5 f4 g6 Nf3 Bg7 Bd3 e6 O-O cxd4 cxd4 Ne7 Nc3 Nb6 Kh1 a6 Qe2 d5 e5 Bd7 Nd1 Nc6 Bd2 Nc8 Ne3 N8e7 Bc3 Qb6 b4 Rc8 Rfc1 Nf5 Ng4 h5 Nf6+ Bxf6 exf6 Qd8 a4 b5 axb5 axb5 Bxb5 Nd6 Bd3 Nc4 Bxc4 dxc4 d5 Nb8 Ng5 O-O dxe6 Bxe6 Nxe6 fxe6 Qxe6+ Rf7 Ra7 Rc7 Rxc7 Qxc7 Be5 Qd7 Qxc4
9747,1999,2283,0-1,24,True,True,kingside,kingside,12,resignation,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Qe2 b5 Bb3 O-O c3 d5 d3 Re8 Bg5 Be6 exd5 Bxd5 Nxe5 Nxe5 Qxe5 Bxb3 axb3 Qxd3 Nd2 h6 Be3 Rad8 Nf3 Bd6 Qd4 Bxh2+ Nxh2 Rxd4 Bxd4 Re6 Ra2 Nd5 Nf3 Nf4 Be5 Ne2+ Kh2 Qf5
9748,2335,2219,1/2-1/2,48,True,True,kingside,kingside,22,draw,d4 Nf6 Nf3 e6 c4 Bb4+ Nbd2 b6 g3 Bb7 Bg2 O-O O-O Bxd2 Qxd2 d6 b4 a5 b5 Nbd7 Bb2 Rb8 Rfd1 Qe7 Rac1 Ne4 Qe3 f5 c5 bxc5 dxc5 Ndxc5 Nd4 e5 Nf3 f4 gxf4 Rxf4 Nxe5 dxe5 f3 Rbf8 Ba3 Qf6 Bxc5 Nxc5 Rxc5 e4 Rxc7 exf3 exf3 Bxf3 Rf1 Qg6 Qb3+ Kh8 Rxf3 Qb6+ Qe3 Qxc7 b6 Qd6 Rxf4 Rxf4 h3 h6 b7 Rb4 Qe8+ Kh7 Be4+ g6 Qf7+ Kh8 Qf2 Kg7 Qc2 Qb6+ Kh1 Rb2 Qc3+ Kh7 Qc8 Qd6 Bxg6+ Kxg6 Qg8+ Kf5 Qg4+ Kf6 Qh4+ Ke5 Qg3+ Ke6 Qg6+ Ke5
9749,2428,2168,1/2-1/2,30,False,True,none,kingside,14,draw,d4 e6 c4 Nf6 Nc3 Bb4 e3 O-O Ne2 Re8 a3 Bf8 Ng3 d5 b3 b6 Bd3 c5 dxc5 dxc4 Bxc4 Qxd1+ Kxd1 Bxc5 Ke2 Bb7 f3 Nc6 Bb2 Red8 Nce4 Nxe4 Nxe4 Na5 Nxc5 bxc5 Rhd1 Nxc4 bxc4 Ba6 Rxd8+ Rxd8 Rc1 Rb8 Be5 Rb6 Kd3 f6 Bg3 Rb3+ Rc3 Rb1 Rc2 Rb3+ Rc3 Rb1 Rc2 Rb3+ Rc3 Rb1
9750,2327,2165,1-0,51,True,True,queenside,kingside,25,resignation,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nc3 e5 Ndb5 d6 Bg5 a6 Na3 b5 Nd5 Be7 Bxf6 Bxf6 c3 Ne7 Nxf6+ gxf6 Nc2 Bb7 Bd3 d5 exd5 Qxd5 Ne3 Qe6 Qc2 e4 Be2 f5 g3 Ng6 O-O-O f4 gxf4 Qxa2 Qd2 O-O f5 Rfd8 Qxd8+ Rxd8 Rxd8+ Kg7 fxg6 Qa1+ Kc2 Qxh1 gxf7 Kxf7 Rd7+ Kf8 Rxb7 Qxh2 Ng4 Qh4 Ne5 e3 Rf7+ Kg8 f4 Qe1 Bd3 Qd2+ Kb3 Qxd3 Nxd3 Kxf7 Kc2 Ke6 Kd1 Kf5 Ke2 Ke4 Nc5+ Kxf4 Nxa6 h5 Nb4 h4 Nd5+ Ke4 Nxe3 h3 Ng4 Kf4 Nh2 Ke4 Nf3 Kf4 Kf2 Ke4 Ke2 Kf4 b3 Kf5 Ke3
9751,2709,2784,0-1,46,True,True,kingside,kingside,15,resignation,e4 e5 Nf3 Nc6 g3 Nf6 d3 d5 exd5 Nxd5 Bg2 Bc5 O-O O-O Nc3 Nf6 h3 h6 Re1 Re8 Be3 Bf8 Nd2 Be6 Nde4 Nxe4 Nxe4 f5 Nc3 Qd7 Kh2 Rad8 a3 b6 Qd2 Ne7 Re2 Bf7 Qe1 Bh5 f3 Nc6 g4 Bf7 gxf5 Qxf5 Ne4 Nd4 Rd2 c5 Qf2 Kh8 Rg1 Bd5 Qg3 Ne6 h4 Nf4 Bf1 c4 dxc4 Bxe4 fxe4 Rxd2+ Bxd2 Qxe4 Bd3 Nxd3 cxd3 Qc6 Bc3 Kg8 Qg4 Qf6 Kh3 Bc5 Rg3 Rf8 Rg2 Rd8 Qe4 Qf1 Kh2 Rxd3 Qg4 Qf6 Re2 Bd4 Bd2 Rf3 Rg2 e4
9752,2688,2608,1/2-1/2,47,True,False,kingside,none,20,draw,e4 e5 Nf3 Nc6 Bb5 Nf6 O-O Nxe4 d4 Nd6 Bxc6 dxc6 dxe5 Nf5 Qxd8+ Kxd8 Rd1+ Ke8 Nc3 Ne7 h3 Ng6 Ne2 Be7 b3 Bd7 Bb2 Rd8 c4 h5 Ne1 Bc8 Rxd8+ Bxd8 f4 Ne7 Nc2 Nf5 Ncd4 Be7 Nxf5 Bxf5 Rd1 h4 Kf2 Rh6 Bd4 c5 Be3 b6 Kf3 f6 Nc3 Bd8 Ne4 Rh8 Rd2 Kf7 Bf2 Be7 Nc3 fxe5 fxe5 c6 Be3 Ke6 Bf4 g5 Bh2 Rf8 Ke3 g4 hxg4 Bxg4 Bf4 Bf5 Ne4 Rg8 Nf6 Rf8 Bg5 Rd8 Bxh4 Rxd2 Kxd2 Kxe5 Ng4+ Bxg4 Bxe7 Bf5 Kc3 Ke6 Bh4 Kd7 Bg5
9753,2506,2450,1/2-1/2,45,True,True,kingside,kingside,26,draw,d4 Nf6 c4 g6 Nc3 d5 cxd5 Nxd5 e4 Nxc3 bxc3 Bg7 Nf3 c5 Be3 Qa5 Bd2 Bg4 Be2 O-O O-O Qa3 Rb1 cxd4 cxd4 Bxf3 Bxf3 Nc6 d5 Nd4 Rxb7 a5 Be3 Nxf3+ Qxf3 Qxa2 Bc5 a4 Bxe7 Rfb8 Rxb8+ Rxb8 Rd1 Rb1 g3 Bd4 Rxb1 Qxb1+ Kg2 f5 d6 Kf7 Bg5 Ke6 exf5+ Qxf5 Bf4 Bf6 Qe2+ Kf7 Qc4+ Qe6 Qxa4 g5 Be3 Qxd6 Qe4 Kg7 h3 h6 Qb7+ Qe7 Qc6 Qe5 Bc5 Kg6 Kh2 h5 Bd6 Qe6 Kg2 Bd4 Qc2+ Qf5 Qxf5+ Kxf5 f3 g4 fxg4+ hxg4 hxg4+
9754,2032,1905,1/2-1/2,52,True,False,kingside,none,26,draw,d4 d5 Nf3 Nf6 Bf4 Bf5 e3 e6 Bd3 Ne4 O-O Bd6 Bxd6 Qxd6 Nh4 Bg6 c3 Nd7 Qe2 Qe7 g3 Ndf6 Nxg6 hxg6 f3 Nd6 e4 dxe4 fxe4 e5 c4 Kf8 d5 b6 b4 Nb7 a3 a5 Nc3 axb4 axb4 Rxa1 Rxa1 Qxb4 Nb5 Na5 Kg2 Ne8 Qc2 Qc5 Qf2 Qxf2+ Kxf2 Rxh2+ Ke3 Ke7 c5 Nb3 cxb6 cxb6 Ra7+ Kd8 Rxf7 Nc5 Na7 Nxd3 Nc6+ Kc8 Kxd3 Rg2 Nxe5 Rxg3+ Kd4 g5 Nc6 Rg4 Ke5 Rxe4+ Kxe4 Nd6+ Ke5 Nxf7+ Kf5 Kc7 Kg6 Nd8 Ne5 Kd6 Nc4+ Kc5 Nxb6 g4 Na4+ Kxd5 Kf5 g3 Nc3+ Kc4 Ne2 g2 Kg4 Ne6 Kg3 g6
9755,2417,2309,1/2-1/2,27,True,True,kingside,kingside,8,draw,d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Nf3 O-O Be2 e5 O-O exd4 Nxd4 Re8 f3 Nc6 Be3 Nh5 Qd2 Nxd4 Bxd4 Nf4 Rfd1 Qg5 Bf1 Bxd4+ Qxd4 Ne6 Qf2 Qc5 Rd2 b6 Rd5 Qxf2+ Kxf2 Bd7 Rd2 a5 g3 Kg7 h4 a4 Be2 Bc6 Rc1 Ra5 Bd1 h6 Bc2 f6 Nd1 Rc5
9756,1935,2188,0-1,40,True,True,kingside,kingside,14,resignation,e4 c5 c3 g6 d4 cxd4 cxd4 d5 e5 Nc6 Nc3 Bg7 f4 Nh6 Be3 O-O Nf3 Bg4 Bd3 Bf5 O-O Bxd3 Qxd3 Nf5 Bf2 Qd7 Rfc1 Rac8 b3 Bh6 Qd2 Ng7 g3 Nh5 Kg2 f6 Be3 Rcd8 Rf1 Ng7 Rad1 Nf5 Qe2 Qc8 Bc1 Ncxd4 Nxd4 Nxd4 Rxd4 Qxc3 Rfd1 Qc6 Ba3 fxe5 fxe5 Rfe8 e6 Bg7 Rf4 d4+ Qf3 Qxe6 Re4 Qf7 Qe2 Qd5 Kg1 d3 Qg2 e6 Kh1 a5 Re3 Qxg2+ Kxg2 d2 Bc5 Rd5 Bb6 Kf7
9757,2424,2453,1-0,40,True,True,kingside,queenside,18,resignation,Nf3 Nf6 g3 d5 Bg2 c6 O-O Bf5 d3 h6 c4 dxc4 dxc4 Qxd1 Rxd1 Nbd7 b4 e6 b5 c5 Bb2 O-O-O Ne5 Nxe5 Rxd8+ Kxd8 Bxe5 Nd7 Bc3 Kc8 Nd2 Nb6 a4 Rg8 a5 Nd7 b6 a6 Nf3 Be4 Rd1 Bc6 Ne5 Nxe5 Bxe5 Bxg2 Kxg2 Be7 Rd3 h5 h3 g6 Bc7 Re8 Kf3 f5 Bd6 g5 Bxe7 Rxe7 Rd6 Rd7 Rxe6 Rd4 Re8+ Kd7 Rb8 Rxc4 Rxb7+ Kc6 Rc7+ Kd5 Ra7 Rb4 Rxa6 c4 Ke3 Rb3+ Kd2 c3+ Kd3
9758,2308,1870,1-0,40,True,True,kingside,kingside,19,resignation,Nf3 d5 c4 e6 g3 Nf6 Bg2 Be7 d4 O-O O-O c6 Nbd2 Nbd7 Qc2 b6 e4 dxe4 Nxe4 Bb7 Rd1 Nxe4 Qxe4 Nf6 Qe2 Rc8 Ne5 Nd7 c5 Nxe5 dxe5 Qc7 cxb6 axb6 Bf4 c5 Bxb7 Qxb7 Qg4 Rfd8 Bh6 g6 Bg5 Bxg5 Qxg5 Rd5 h4 Rcd8 Qxd8+ Rxd8 Rxd8+ Kg7 Re1 Qa6 a3 Qb5 Rd2 c4 Re3 h6 Rd4 Qxb2 Rxc4 g5 hxg5 hxg5 Rc7 g4 Rc4 Qb1+ Kh2 Qh7+ Kg2 Qh3+ Kg1 Kh6 Rf4 Qh5 Ree4 Kg5 a4
