event_id,moves_uci
20512,e2e4 c7c5 g1f3 g7g6 d2d4 c5d4 f3d4 b8c6 b1c3 f8g7 c1e3 g8f6 f1c4 e8g8 c4b3 a7a5 e1g1 c6d4 e3d4 d7d6 f2f3 c8d7 a2a4 d7c6 d1d3 f6d7 d4g7 g8g7 d3d4 g7g8 f1d1 d8b6 b3c4 f8c8 c4f1 b6d4 d1d4 g8f8 g1f2 c8c7 g2g3 d7e5 a1c1 a8c8 c3d1 f7f5 e4f5 c6f3 d1e3 g6f5 f1g2 f3g2 f2g2 e5g4 e3g4 f5g4 c2c4 h7h5 b2b3 c7c5 c1f1 f8e8 f1e1 c8c6 e1e6 e8f7 d4e4 c6c7 e6h6 c5f5 h2h3 g4h3 g2h3 d6d5 c4d5 f5d5 e4h4 c7c5 h4e4 f7e8 h6h8 e8d7 h8b8 c5c7 e4h4 d5g5 h4d4 d7e6 d4d3 e6e5 b8d8 e7e6 d8d7 g5g7 d3e3 e5f5 d7d6 g7e7 e3f3 f5e4 f3f4 e4e5 d6b6 c7c5 b3b4 c5d5 h3h4 e7g7 b4a5 d5d1 b6b5 e5d6 b5b6 d6e5 b6b5 e5d6 b5b6 d6c7 h4h3 d1d3 h3h2 d3g3 b6e6 g3g2 h2h1 g2c2 a5a6 g7d7 f4f1 b7a6
20513,d2d4 g8f6 g1f3 g7g6 c1f4 f8g7 e2e3 e8g8 f1e2 d7d6 c2c4 b8d7 b1c3 c7c6 e1g1 f6h5 f4g5 g7f6 g5f6 h5f6 b2b4 e7e5 b4b5 d8c7 a1c1 f8e8 d1c2 d7f8 f1d1 c8f5 c2b2 f5g4 h2h3 g4f3 e2f3 h7h5 b2a3 e5e4 f3e2 f8h7 b5c6 b7c6 d4d5 c6c5 c3b5 c7e7 a3a6 e8d8 c1b1 f6e8 b1b3 d8b8 d1b1 b8b6 a6a5 b6b7 b5c3 a8b8 b3b7 b8b7 b1b7 e7b7 a5d8 h7f6 c3b5 b7b6 d8b6 a7b6 e2d1 f6d7 d1a4 d7e5 b5c3 e8f6 a4b5 g8f8 g1f1 f8e7 f1e2 e7d8 h3h4 d8e7 f2f4 e4f3 g2f3 e7d8 e3e4 d8c7 e2e3 c7d8 e3f4 f6h7 f4g3 h7f6 f3f4 e5d7 g3f3 d8e7 c3d1 f6g4 d1b2 g4h6 b2a4 f7f5 e4e5 d6e5 f4e5 d7e5 f3f4 e5d3 f4e3 d3b4 a4b6 b4a2 b6c8 e7d8 c8d6 d8c7 d6e8 c7d8 e8g7 d8e7 b5e8 a2b4 e8b5 h6f7 g7e6 f7d6 e6f4 e7f6 e3f3 b4c2 f4e6 c2a3 b5a6 a3c4 a6c4 d6c4 e6c5 f6e5 c5d7
20514,e2e4 c7c5 b2b3 b7b6 b1c3 c8b7 c1b2 e7e6 g1f3 b8c6 c3e2 a8c8 e2g3 g8f6 f1b5 f8e7 e1g1 e8g8 f1e1 a7a6 b5f1 d7d6 d1e2 f8e8 a1d1 f6d7 d2d3 d7e5 c2c3 e5g6 g3h5 e7f8 b2c1 b6b5 f3g5 h7h6 g5f3 b5b4 c3b4 c6b4 d3d4 d8a5 a2a3 b4c6 h5g3 c5d4 f3d4 c6d4 d1d4 c8c6 e2d2 a5c7 d4c4 c6c4 f1c4 e8c8 c1b2 g6e5 e1c1 c7b6 d2b4 e5c4 c1c4 b6b4 a3b4 c8c4 b3c4 d6d5 e4d5 f8b4 d5e6 f7e6 g3h5 g8f7 h5g7 a6a5 b2d4 a5a4 f2f4 a4a3 g1f2 a3a2 f2e2 b4f8 g7h5 b7g2 e2d2 f7g6 f4f5 g6h5 f5e6 g2f1
20515,d2d4 e7e6 g1f3 g8f6 c2c4 b7b6 e2e3 c8b7 f1d3 d7d5 e1g1 f8e7 b1c3 e8g8 b2b3 b8d7 c1b2 f6e4 c3e2 e7d6 a1c1 c7c5 c4d5 e6d5 e2g3 f7f5 d1e2 d8e7 d3a6 b7a6 e2a6 d6g3 h2g3 e4d6 b2a3 d6e4 c1c2 a8c8 f1d1 d7b8 a6d3 f8d8 d4c5 b6c5 d1c1 e7e6 a3c5 e4c5 c2c5 c8c5 c1c5 b8c6 f3g5 e6f6 c5d5 f6g5 d3c4 d8d5 c4d5 g8f8 d5c6 g5d8 c6c5 f8g8 c5f5 d8d1 g1h2 g7g6 f5c8 g8g7 c8c7 g7g8 c7b8 g8g7 b8a7 g7g8 a7a8 g8g7 a8b7 g7g8 b7c8 g8g7 c8c7 g7g8 c7c4 g8g7 c4d4
20516,c2c4 c7c5 g1f3 g7g6 d2d4 c5d4 f3d4 f8g7 e2e4 b8c6 c1e3 g8f6 b1c3 d7d6 f1e2 e8g8 e1g1 c8d7 d1d2 c6d4 e3d4 d7c6 f2f3 a7a5 b2b3 f6d7 d4e3 d7c5 a1c1 e7e6 f1d1 g7e5 e3g5 d8b6 d2e3 a5a4 c3b5 a4b3 a2b3 a8a2 e2f1 a2b2 c1b1 b2b1 d1b1 f8a8 f3f4 a8a1 b1a1 e5a1 b5d6 b6b3 e3b3 a1d4 g1h1 c5b3 e4e5 b3d2 f1d3 d2f3 g5d8 d4e3 d3e4 c6e4 d6e4 f3d2 e4d2 e3d2 g2g3 g8f8 h1g2
20517,e2e4 e7e5 g1f3 b8c6 f1b5 a7a6 b5a4 g8f6 d2d3 f8d6 c2c3 e8g8 b1d2 b7b5 a4c2 f8e8 d2f1 d6f8 c1g5 h7h6 g5f6 d8f6 f1e3 d7d6 g2g4 c6e7 h2h4 f6f4 f3g1 h6h5 g4h5 d6d5 g1e2 f4h6 e2g3 d5d4 e3f1 d4c3 b2c3 b5b4 c2b3 b4c3 f1e3 c8e6 h1g1 e8d8 b3e6 h6e6 g3f5 a8b8 d1c2 e7f5 e4f5 e6c6 a1b1 e5e4 d3e4 b8b1 c2b1 d8d2 h5h6 d2b2 b1d3 c3c2
20518,e2e4 e7e5 g1f3 b8c6 f1b5 a7a6 b5a4 g8f6 e1g1 b7b5 a4b3 f8c5 a2a4 a8b8 a4b5 a6b5 f3e5 c6e5 d2d4 c5d4 d1d4 d7d6 f2f4 e5c6 d4c3 c6e7 b1d2 e8g8 e4e5 b5b4 c3d3 d6e5 d3d8 f8d8 f4e5 f6d5 d2f3 h7h6 a1a5 c8g4 g1f2 g4h5 h2h3 h5g6 g2g4 g8h8 a5c5 b8a8 c1d2 a8a6 f1d1 a6b6 d2e3 g6e4 c5c7 b6b8 c7c4 e4f3 f2f3 d8e8 c4e4 d5c7 b3f7 e8f8 e5e6 c7e6 e4e6 f8f7 f3e2 e7g8 d1d4 f7c7 d4d2 b8c8 e6e4 c7b7 g4g5 h8h7 h3h4 b4b3 c2c4 h6g5 h4g5 g8e7 e2d3 e7c6 d3c3 c6b4 d2d6 b4c2 g5g6 h7g8 e3b6 c2a1 c4c5 c8f8 d6d8 b7b8 d8b8 f8b8 c5c6 g8f8 c6c7 b8c8 b6c5 f8g8 e4d4 c8e8 d4d8 e8d8 c7d8Q
20519,d2d4 d7d5 c2c4 b8c6 g1f3 c8g4 b1c3 e7e6 c4d5 e6d5 c1f4 a7a6 e2e3 g8f6 f1e2 h7h6 h2h3 g4e6 a1c1 f8d6 f3e5 d6e5 d4e5 f6d7 c3d5 e8g8 e1g1 d7e5 f4e5 d8d5 d1d5 e6d5 e5c7 a8c8 c7b6 d5a2 e2f3 a2e6 f1d1 f8e8 c1c3 g7g5 d1c1 e6d7 f3d5 g8g7 c1d1 f7f6 d5f3 c6e5 f3h5 c8c3 b2c3 e8e6 b6d4 d7a4 d1a1 b7b5 h5f3 e5f3 g2f3 g7g6 g1g2 a4b3 g2g3 b3d5 f3f4 d5b7 f4g5 f6g5 h3h4 g5h4 g3h4 g6f5 a1g1 a6a5 g1g7 b7c6 g7a7 a5a4 d4c5 f5e4 f2f4 c6d5 h4g4 e6g6 g4h5 g6c6 c5d4 e4f5 a7a5 d5f3 h5h4 f3e2 a5a8 e2c4 a8a7 c6g6 h4h5 c4e2 h5h4 g6g4 h4h3 e2f1 h3h2 f5e4 f4f5 e4f3 d4e5 g4g5
20520,e2e4 c7c5 c2c3 d7d5 e4d5 d8d5 d2d4 b8c6 g1f3 c8f5 d4c5 d5d1 e1d1 a8d8 b1d2 e7e5 b2b4 e5e4 f3d4 c6d4 c3d4 d8d4 a2a3 a7a6 c1b2 d4d7 h2h3 g8f6 f1c4 f8e7 d1e2 e8g8 d2b3 f6d5 c4d5 d7d5 a1d1 f5e6 b3a5 f8b8 d1d5 e6d5 h1d1 b8d8 b2e5 e7g5 e5c7 d8d7 c7b6 g8f8 a3a4 d5c6 d1d7 c6d7 a5b7 d7a4 b7d6 a4c6 d6f5 c6b5 e2e1 g5f6 e1d2 f6e5 d2e3 b5c6 g2g4 g7g6 f5d6 e5d6
20521,c2c4 g8f6 g1f3 e7e6 b2b3 b7b6 g2g3 c8b7 f1g2 b7f3 g2f3 c7c6 c1b2 d7d5 e1g1 h7h5 h2h4 b8d7 d2d3 f8c5 b1d2 d8c7 f3g2 f6g4 d2f3 d7f6 e2e3 g4f2 f1f2 c5e3 b2d4 e3f2 d4f2 e8c8 a1c1 f6g4 b3b4 c8b8 d1e1 h8e8 a2a4 e6e5 c4d5 g4f2 e1f2 d8d5 f3e1 d5d6 b4b5 d6f6 f2e3 c6c5 e3e4 b8c8 d3d4 f6d6 d4c5
20522,e2e4 c7c6 d2d4 d7d5 b1c3 d5e4 c3e4 c8f5 e4g3 f5g6 h2h4 h7h6 g1f3 b8d7 h4h5 g6h7 f1d3 h7d3 d1d3 e7e6 c1d2 g8f6 e1c1 f8e7 c1b1 e8g8 g3e4 f6e4 d3e4 d7f6 e4e2 d8d5 d2e3 a7a5 f3e5 a5a4 f2f3 a8d8 g2g4 f6d7 c2c4 d5a5 e5d3 a4a3 b2b3 c6c5 d4c5 d7c5 b3b4 c5a4 b4a5 a4c3 b1c2 c3e2 d3e5 e7b4 d1d8 f8d8 a5a6 b7a6 e5c6 d8c8 c6b4 c8c4 c2d3 c4b4 d3e2 b4b2 e2d3 b2a2 e3d2 g8h7 h1b1 g7g6 b1h1 a2b2 h5g6 h7g6 h1h6 g6g7 h6h5 b2b3 d2c3 g7g6 h5a5 f7f5 g4f5 e6f5 f3f4 g6h5 a5a6 h5g4 d3c2
20523,e2e4 c7c5 g1f3 e7e6 d2d4 c5d4 f3d4 a7a6 c2c4 g8f6 b1c3 f8b4 f1d3 d8c7 d4e2 e8g8 e1g1 b4c5 c1f4 d7d6 a2a3 b8d7 b2b4 c5a7 a1c1 f6h5 f4g5 d7e5 e2f4 f7f6 g5h6 h5f4 h6f4 e5g6 f4g3 e6e5 c3d5 c7d8 c4c5 g8h8 d1b3 c8e6 f1d1 a8c8 d3c4 d6c5 b4b5 a6b5 b3b5 e6d5 d1d5 d8b6 b5b6 a7b6 c1b1 c8c6 d5d7 f8b8 b1b5 c6c7 d7d6 b6a7 b5a5 b7b6 a5b5 b8e8 b5b3 g6e7 b3d3 h7h6 g1f1 h8h7 d6d7 a7b8 d7c7 b8c7 d3d7 c7d8 c4b5 e7g6 h2h4 h6h5 f2f3 d8e7 d7b7 e8d8 b7b6 c5c4 b5c4 e7a3 c4d5
20524,e2e4 c7c6 d2d4 d7d5 e4d5 c6d5 c2c4 g8f6 b1c3 b8c6 c1g5 d8a5 g1f3 c8e6 c4c5 f6e4 f1e2 g7g6 e1g1 f8g7 g5e3 e8g8 a2a3 e4c3 b2c3 b7b6 c5b6 a7b6 d1b3 a8b8 e3f4 b8b7 f3g5 e6d7 h2h4 h7h6 g5f3 f8c8 f1e1 d7g4 e2d1 e7e6 e1e3 c6e7 f3e5 g4d1 a1d1 b7a7 d1b1 e7f5 e3h3 g7f8 b3b6 a5b6 b1b6 h6h5 g2g4 h5g4 e5g4 f8g7 b6b3 c8a8 g4e3 f5e3 h3e3 a7a3 b3a3 a8a3 g1g2 a3a2 e3e1 g7f6 g2g3 a2a3 e1e3 f6d8 e3f3 d8a5 f4d2 a3a2 f3d3 g8g7 g3g2 a5c7 d2g5 c7a5 g5d2 a2a1 d2g5 f7f6 g5f4 a1e1 f4e3 g7f7 g2h2 f7e7 h2g2 e7d7 e3h6 e1e4 g2h3 d7e7 h6e3 g6g5 h4g5 f6g5 e3g5 e7d7 g5e3 a5d8 d3d1 d7c6 d1b1 e4h4 h3g3 h4h7 g3f3 h7b7 b1c1 c6b5 c1b1
20525,d2d4 d7d5 c2c4 e7e6 c4d5 e6d5 b1c3 f8e7 d1c2 c7c6 g1f3 g7g6 c1f4 c8f5 c2b3 d8b6 e2e3 b6b3 a2b3 b8d7 e1d2 g8f6 f1d3 f5d3 d2d3 f6h5 f4g3 e8g8 c3e2 f7f5 e2f4 h5f4 g3f4 d7f6 f4g5 f8e8 g5f6 e7f6 h1c1 g6g5 g2g3 h7h5 f3d2 e8e7 a1a2 g8f7 f2f4 g5g4 b3b4 a7a6 d2b3 h5h4 b3c5 a8h8 b2b3 h4g3 h2g3 h8h3 a2g2 f7e8 d3d2 e7h7 c1g1 f6e7 c5d3 e8d8 d2c3 d8c7 g1f1 c7b6 d3e5 b6b5 e5d3 h3h2 f1f2 h2h1 f2a2 h7h3 d3f2 h1e1 f2h3 g4h3 g2e2 e7b4 c3d3 e1d1 d3c2 d1g1 c2d3 g1g3 a2a1 b4d6 d3c2 b7b6 a1h1 c6c5 h1d1 c5c4 d1b1 b5c6 b3c4 d5c4 b1d1 a6a5 e3e4 f5e4 e2e4 g3g2 c2c3 c6d5 e4e5 d6e5 d4e5 d5e4 e5e6 g2e2 d1h1 e2e3 c3c4 e4f4 c4d5 f4g3 d5d6 g3g2 h1b1 h3h2
20526,e2e4 c7c5 b1c3 a7a6 g2g3 b7b5 f1g2 c8b7 d2d3 e7e6 g1h3 h7h5 f2f4 d7d5 e1g1 g8f6 h3f2 f8e7 h2h3 b8c6 c3e2 d8b6 a2a3 e8c8 d1e1 c8b8 c1d2 d8c8 g1h1 b8a8 e2g1 d5e4 d3e4 e6e5 g1f3 e5f4 d2f4 h8e8 a1d1 e7f8 f3g5 c6d4 g5f7 d4c2 e1d2 c2d4 f7g5 c8d8 d2c1 c5c4 d1e1 f8c5 f2d1 d4b3 c1c2 b3d4 c2c1 d8d7 d1c3 e8d8 c1b1 d4b3 g5f3 d7d3 b1c2 b3d4 f3d4 c5d4 e1e2 b6e6 c3d5 f6d5 e4d5 e6d7 a3a4 b7d5 g2d5 d7d5 h1h2 g7g5 f4c1 h5h4
20527,e2e4 d7d5 e4d5 d8d5 d2d4 e7e5 d4e5 d5d1 e1d1 b8c6 c1f4 f8c5 g1f3 c8g4 b1d2 e8c8 f1e2 g8e7 h2h3 g4f3 e2f3 c5f2 f4g5 h8e8 f3c6 b7c6 h1f1 f2d4 c2c3 f7f6 e5f6 g7f6 g5f4
20528,d2d4 g8f6 c2c4 g7g6 b1c3 f8g7 e2e4 d7d6 f1e2 e8g8 h2h4 c7c5 d4d5 e7e6 h4h5 e6d5 c4d5 d8e8 h1h4 a7a6 a2a4 b8d7 h5g6 f7g6 g1f3 d7e5 a1a3 e5f3 g2f3 f6h5 a4a5 e8e7 h4h1 h5f4 e2f1 c8d7 a3b3 a8b8 b3b6 c5c4 f1c4 b8c8 c4f1 c8c7 d1b3 d7c8 c1e3 g7e5 b6b4 e7f6 e1d2 f4h5 f1e2 h5f4 e2d1 f8f7 e3b6 f6g5 d2c2 c7e7 b3c4 e7e8 c4f1 c8d7 c2b3 g5f6 b4c4 e8c8 b3a2 f7f8 d1a4 f6e7 b6e3 c8c4 f1c4 f8c8 c4b3 d7a4 c3a4 f4e2 a4b6 c8c7 b3d3 e2f4 d3d2 g6g5 h1g1 g8f8 e3d4 h7h6 d4e5 e7e5 g1c1 c7c1 b6d7
20529,e2e4 e7e5 g1f3 b8c6 f1b5 a7a6 b5a4 g8f6 e1g1 b7b5 a4b3 f8e7 f1e1 e8g8 c2c3 d7d5 e4d5 f6d5 f3e5 c6e5 e1e5 d5f6 d2d4 e7d6 e5e1 f6g4 h2h3 d8h4 d1f3 d6h2 g1f1 h2d6 c1f4 c8b7 d4d5 g4h2 f4h2 d6h2 b1d2 h2d6 d2e4 a8d8 a1d1 a6a5 a2a3 c7c5 d5c6 b7c6 b3d5 c6d5 d1d5 d6c7 e1d1 h4e7 e4g3 b5b4 a3b4 a5b4 c3c4 c7g3 f3g3 d8d5 c4d5 f8e8 g3d3 e7d6 d3b5 e8d8 g2g3 h7h6 d1d4 d8b8 b5c4 g8h7 b2b3 h7g8 d4d3 b8d8 f1g2 g8h7 d3d4 d8b8 c4c6 d6e5 d4f4 b8d8 f4b4 d8d5 c6c2 g7g6 c2e4 e5d6 b4b7 h7g7 e4e7 d6e7 b7e7 d5b5 e7e3 b5b4 g2f1 b4d4 f1e2 f7f5 e3d3 d4b4 e2d2 h6h5 h3h4 g7f6 d2c3 b4e4 b3b4 f5f4 d3d4
20530,a2a3 d7d5 g1f3 g8f6 e2e3 e7e6 c2c4 b8d7 b2b3 f8d6 c1b2 e8g8 f1e2 e6e5 c4d5 f6d5 d1c2 f8e8 d2d3 d7f8 b1d2 f7f6 d3d4 c7c6 d4e5 d6e5 f3e5 f6e5 d2f3 e5e4 f3d2 c8f5 h2h4 d8d7 h4h5 f5g4 h1h4 g4e2 e1e2 d7e7 g2g3 d5f6 c2c4 e7e6 b2f6 e6c4 b3c4 g7f6 d2e4 e8e6 h4f4 g8g7 a1d1 b7b6 d1d6 a8e8 d6e6 e8e6 g3g4 f8d7 g4g5 f6g5 e4g5 e6f6 f4e4 d7c5 e4f4 g7h6 g5e4 c5e4 f4e4 h6h5 e4e7 h5g6 e7a7 b6b5 a7b7 b5c4 b7b4 c6c5 b4c4 f6a6 a3a4 a6a5 e2f3 g6f5 e3e4 f5e6 e4e5 e6d5 c4e4 c5c4 e5e6 a5a4 e6e7 a4a3 e4e3
20531,d2d4 g8f6 c2c4 g7g6 b1c3 f8g7 e2e4 d7d6 f1e2 e8g8 g1f3 e7e5 e1g1 b8a6 c1e3 c7c6 a1b1 e5d4 f3d4 f8e8 b2b4 a6c7 e2f3 h7h5 e3g5 c8e6 f3e2 d8c8 b4b5 c6c5 d4c2 f6d7 d1d2 d7b6 c3d5 e6d5 e4d5 a7a6 b5a6 a8a6 a2a3 b6a4 b1b3 a6b6 b3b6 a4b6 h2h3 b6a4 e2d3 g7c3 d2f4 a4b2 f4f3 c3e5 f1b1 c7a8 g5c1 b2a4 c1g5 a8b6 g2g4 h5g4 h3g4 a4b2 c2e3 c8a8 e3f5 g6f5 b1b2 e5b2 f3f5 b2g7 g5f4 a8d8 f4g5 d8d7 f5h7 g8f8 d3f5 d7c7 g1f1 b6c4 g5h6 g7h6 h7h6 f8e7 h6h4 f7f6 g4g5 c4d2 f1e2 e7d8 f5e6 f6g5 h4g5 c7e7 g5d2 d8c7 d2h6 e8f8 a3a4 e7f6 h6h7 c7b8 h7h2 f6f4 h2g3 c5c4 a4a5 c4c3 g3f4 f8f4 e2d3 f4f3 d3c2 b8a7 e6g4 f3f2 c2c3 a7a6
20532,c2c4 e7e5 b1c3 b8c6 g1f3 g7g6 g2g3 f8g7 f1g2 d7d6 e1g1 c8e6 d2d3 d8d7 c3d5 h7h6 a1b1 c6e7 f3d2 c7c6 d5e7 g8e7 b2b4 e6h3 d1b3 e8g8 d2e4 h3g2 g1g2 g8h7 c4c5 d6d5 e4d6 e7c8 d6c8 a8c8 e2e4 d5e4 d3e4 d7d4 b3e3 f7f5 f1e1 f5e4 e3d4 e5d4 e1e4 c8e8 f2f3 e8e4 f3e4 f8e8 g2f3 g6g5 h2h3 a7a6 c1b2 g7e5 b1d1 e8d8 d1d3 h7g6 g3g4 d8f8 f3e2 f8f4 d3f3 d4d3 f3d3 e5b2 d3d6 f4f6 d6d7 f6f7 d7d6 g6g7 e2e3 b2c3 d6d3 c3b4 d3b3 b4c5 e3d3 f7f3 d3c4 f3b3 a2b3 b7b6 b3b4 c5d6 c4d4 d6b4 d4e5 a6a5 e5e6 a5a4 e4e5 a4a3 e6d7 a3a2
20533,e2e4 e7e5 g1f3 b8c6 f1c4 d7d6 h2h3 g7g6 e1g1 f8g7 b1c3 c8e6 c4e6 f7e6 c3e2 g8f6 d2d3 h7h6 c2c3 d8e7 b2b4 a7a6 a2a4 e8g8 f3h4 e7f7 g2g4 g6g5 h4g2 c6e7 f2f3 e7g6 c1e3 d6d5 d1e1 a8d8 a1d1 f7e8 a4a5 f8f7 e2c1 e8c6 e4d5 f6d5 e3d2 d8f8 e1e4 d5e7 e4c6 e7c6 g2e1 g6h4 c1b3 h4f3 e1f3 f7f3 f1f3 f8f3 d2e1 e5e4 d3e4 g7c3 g1g2 f3e3 e1c3 e3c3 b3c5 c6b4 c5e6 b4d3 d1f1 c3c6 f1f8 g8h7 e6d4 c6c4 d4f5 h6h5 g4h5 d3f4 g2f3 f4h5 f3g4 h5f4 f8e8 c4c1 g4g5 f4h3 g5f6 h3f4 e8e7 h7h8 e7e8 h8h7 e8e7 h7h8 e7e8 h8h7
20534,g1f3 g8f6 g2g3 d7d5 f1g2 c7c5 e1g1 e7e6 d2d4 b8c6 c2c4 c5d4 f3d4 f8c5 d4c6 b7c6 b1c3 e8g8 a1b1 a7a5 a2a3 d8e7 c3a4 c5d6 a4b6 a8b8 b6c8 f8c8 c1d2 e7a7 d1a4 f6d7 a4a5 a7a5 d2a5 b8b3 f1d1 d7e5 c4d5 c6d5 b1c1 c8c1 d1c1 e5c4 a5b4 d6b4 a3b4 f7f5 e2e4 f5e4 g2e4 b3b4 e4d3 c4b2 c1c8 g8f7 d3h7 d5d4 c8c7 f7e8 h7g6 e8d8 c7g7 d4d3 g6h5 d3d2 h2h4 b4e4 g7b7 b2a4 b7b3 e4e1 g1g2 d2d1Q h5d1 e1d1 h4h5 d8e7 h5h6 e7f6 b3b4 a4c5 b4h4 d1d8 f2f4 d8h8 g3g4 h8h7 g2f3 c5b7 h4h1 b7d6 h1h2 d6f7 g4g5 f7g5
20535,d2d4 g8f6 c2c4 g7g6 b1c3 d7d5 g1f3 f8g7 c1f4 e8g8 e2e3 c7c6 f1d3 d5c4 d3c4 c8f5 e1g1 h7h6 f1e1 f6e4 f3e5 b8d7 e5d3 d7b6 c4b3 e4c3 b2c3 b6d5 a1c1 f5d3 b3d5 d8d5 d1d3 e7e5 f4g3 e5d4 c3d4 d5a2 e3e4 a8d8 e4e5 a2e6 d3e3 d8d5 c1d1 a7a5 f2f4 f8d8 g3f2 g7f8 e3f3 f8b4 d1c1 e6d7 g2g4 d5d4 f2d4 d7d4 g1g2 d4d2 f3f2 d8d4 f2d2 d4d2 g2f3 c6c5 f4f5 d2d5 f3e4 d5d4 e4f3 b7b5 c1a1 g6f5 g4f5 b4c3 e1g1 g8f8 a1a3 d4d3 f3e4 d3d4 e4f3 c3d2 f3e2 c5c4 f5f6 a5a4 g1b1 d4d5 b1d1 c4c3 a3c3 d2c3 d1d5 f8e8 d5b5 a4a3 b5b8 e8d7 b8a8
20536,d2d4 g8f6 c2c4 g7g6 g1f3 f8g7 g2g3 d7d5 c4d5 f6d5 f1g2 d5b6 b1c3 b8c6 e2e3 e8g8 e1g1 f8e8 b2b3 e7e5 d4e5 d8d1 f1d1 c8g4 h2h3 c6e5 h3g4 e5f3 g2f3 g7c3 a1b1 c7c6 e3e4 a8d8 c1g5 f7f6 g5e3 g6g5 f3g2 h7h6 f2f3 c3e5 g1f2 d8d1 b1d1 e5c7 f3f4 e8d8 d1h1 g8g7 e4e5 b6d7 e5e6 d7b6 g2e4 b6c8 f4g5 f6g5 e3g5 h6g5 h1h7 g7f6 h7c7 c8e7 c7b7 d8d2 f2e3 d2a2 e4f5 a2a5 f5d3 f6e6 d3c4 e6d6 b7b8 a5e5 e3d4 c6c5 d4d3 e7c6 b8g8 c6b4 d3d2 a7a5 g8g6 d6e7 g6g8 e7d6 g8g6 d6e7 d2c1 e5e1 c1b2 e1g1 g6g5 g1g2 b2b1 g2g1 b1b2 g1g2
20537,e2e4 g8f6 e4e5 f6d5 c2c4 d5b6 d2d4 d7d6 e5d6 c7d6 b1c3 g7g6 c1e3 f8g7 a1c1 e8g8 b2b3 e7e5 d4e5 d6e5 d1d8 f8d8 c4c5 b6d7 g1f3 b8c6 f1c4 c6a5 c4b5 d7f8 c3e4 c8d7 b5e2 a8c8 e3g5 f7f6 e4f6 g7f6 g5f6 d8e8 f3e5 d7f5 g2g4 f5e4 f2f3 f8d7 e5d7 e4f3 e1f2 f3e2 f6c3 g8f7 c3a5 e2g4 c5c6 b7c6 d7c5 e8e2 f2g3 e2a2 a5c3 g4f5 c1a1 a2c2 h1c1 c2c1 a1c1 c8e8 c1e1 e8b8 e1a1 b8a8 g3f4 f5c2 b3b4 h7h6 a1a6 g6g5 f4g3 a8e8 a6a7 f7g6 a7g7 g6f5 g7f7 f5g6 f7f6 g6h5 f6e6 e8e6 c5e6 h5g6 g3f3 g5g4 f3f4 c2f5 e6f8
20538,e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 b2b4 c5b6 c2c3 g8f6 d2d4 e5d4 e4e5 d7d5 c4b3 f6e4 c3d4 c8g4 c1e3 e8g8 h2h3 g4h5 g2g4 h5g6 a2a4 a7a6 h3h4 h7h6 h4h5 g6h7 a4a5 b6a7 a1a4 f7f6 e5f6 d8f6 b3d5 g8h8 g4g5 h6g5 h5h6 g7h6 a4a3 a8e8 b1d2 e4d2 d1d2 h7e4 d5e4 e8e4 f3e5 c6d4 e5d7 f6c6 e1d1 e4e3 h1h6 c6h6 a3e3 h6h1 d2e1 h1e1 e3e1 f8d8 e1e7 d4c6
20539,d2d4 e7e6 g1f3 g8f6 c1f4 b7b6 e2e3 c8b7 f1d3 f8e7 b1d2 e8g8 c2c3 c7c5 d1e2 d7d6 h2h3 b8d7 e1g1 d8c7 f4h2 f8e8 e3e4 c5d4 c3d4 a8c8 f1d1 c7b8 d3b5 e8d8 e4e5 d6e5 d4e5 f6d5 d2e4 d7c5 e4d6 c8c7 f3d4 a7a6 b5d3 c5d3 e2d3 d5b4 d3b3 a6a5 d4e6
20540,d2d4 g8f6 g1f3 d7d5 c1f4 c7c5 c2c3 d8b6 d1b3 b8c6 e2e3 c5c4 b3b6 a7b6 b1d2 b6b5 f1e2 b5b4 e1g1 h7h6 f3e5 c8f5 e5c6 b7c6 a2a4 e7e6 f2f3 f8e7 f1e1 e8g8 e2d1 a8a7 e3e4 f5g6 g2g4 c6c5 f4e5 f6d7 e4d5 e6d5 a4a5 d7e5 e1e5 c5d4 e5d5 d4c3 d2c4 c3c2 d1e2 f8b8 c4d2 e7g5
20541,e2e4 c7c6 d2d4 d7d5 e4d5 c6d5 f1d3 b8c6 c2c3 g8f6 c1f4 g7g6 h2h3 f8g7 g1f3 e8g8 e1g1 c8f5 d3f5 g6f5 f1e1 f6e4 b1a3 e7e6 d1d3 g8h8 a3c2 f8g8 c2e3 d8f6 d3b5 g7h6 f4h6 f6h6 g1f1 e4d6 b5c5 d6e4 c5b5 e4d6 b5c5 h6f4 f1e2 d6e4 c5b5 f4c7 e2f1 a7a6 b5d3 f5f4 e3c4 f7f5 c4d2 c7g7 f3h4 g7h6 d2f3 g8g7 a1d1 a8g8 a2a3 c6a5 a3a4 a5c4 e1e2 g7g2
