event_id,white_elo,black_elo,result,num_moves,white_castled,black_castled,white_castle_side,black_castle_side,num_captures,termination,eco_code,opening_name,eco_family,total_half_moves,white_acl,black_acl,white_blunders,black_blunders,white_mistakes,black_mistakes,final_eval,max_white_advantage,max_black_advantage,game_sharpness,elo_gap,avg_elo,elo_bucket_white,elo_bucket_black,acl_gap,winner_binary,winner_multiclass,source,has_stockfish
13609,2308,2182,1/2-1/2,62,1.0,1.0,kingside,kingside,21.0,draw,B01,Scandinavian Defense: Mieses-Kotroc Variation,B,125,16.81,16.83,0.0,0.0,0.0,1.0,0.0,124.0,-13.0,30.55,126,2245.0,Expert,Expert,-0.02,,1,kaggle_pgn,True
13610,1923,2095,0-1,25,1.0,1.0,kingside,kingside,10.0,resignation,A10,English Opening: Great Snake Variation,A,50,88.21,19.11,4.0,0.0,0.0,1.0,-993.0,49.0,-993.0,279.33,-172,2009.0,Advanced,Expert,69.1,0.0,0,kaggle_pgn,True
13611,2146,2512,0-1,55,1.0,1.0,kingside,kingside,21.0,resignation,A56,Benoni Defense,A,110,43.68,34.05,4.0,1.0,3.0,1.0,-860.0,50.0,-925.0,177.15,-366,2329.0,Expert,Master,9.63,0.0,0,kaggle_pgn,True
13612,2309,2406,0-1,43,1.0,1.0,kingside,kingside,13.0,resignation,A04,Zukertort Opening: Sicilian Invitation,A,86,38.56,45.75,3.0,1.0,4.0,1.0,-538.0,65.0,-544.0,153.25,-97,2358.0,Expert,Expert,-7.19,0.0,0,kaggle_pgn,True
13613,2390,2055,1-0,30,1.0,1.0,queenside,kingside,16.0,resignation,A40,Queen's Pawn Game: Modern Defense,A,61,55.92,49.68,1.0,4.0,4.0,3.0,595.0,855.0,-27.0,286.59,335,2222.0,Expert,Expert,6.24,1.0,2,kaggle_pgn,True
13614,2501,2382,1/2-1/2,65,1.0,1.0,kingside,kingside,20.0,draw,A05,Zukertort Opening,A,130,26.93,28.48,3.0,1.0,0.0,5.0,0.0,332.0,-6.0,62.05,119,2442.0,Master,Expert,-1.55,,1,kaggle_pgn,True
13615,2214,2111,0-1,40,1.0,1.0,kingside,kingside,16.0,resignation,C84,Ruy Lopez: Closed,C,80,196.86,52.3,5.0,1.0,0.0,1.0,-7000.0,89.0,-7000.0,1177.32,103,2162.0,Expert,Expert,144.56,0.0,0,kaggle_pgn,True
13616,2428,2554,0-1,26,1.0,1.0,kingside,kingside,14.0,resignation,B30,"Sicilian Defense: Closed, Anti-Sveshnikov Variation, with Nf6",B,52,40.87,16.82,3.0,0.0,1.0,1.0,-436.0,86.0,-436.0,126.94,-126,2491.0,Expert,Master,24.05,0.0,0,kaggle_pgn,True
13617,2636,2668,1/2-1/2,33,1.0,1.0,queenside,queenside,20.0,draw,B12,Caro-Kann Defense: Maróczy Variation,B,67,15.0,18.42,0.0,0.0,2.0,0.0,0.0,91.0,-21.0,34.83,-32,2652.0,Master,Master,-3.42,,1,kaggle_pgn,True
13618,2432,2553,1/2-1/2,21,1.0,1.0,queenside,queenside,10.0,draw,C44,Ponziani Opening: Steinitz Variation,C,42,15.89,20.75,0.0,0.0,0.0,0.0,0.0,44.0,-43.0,21.82,-121,2492.0,Expert,Master,-4.86,,1,kaggle_pgn,True
13619,2186,2247,1/2-1/2,9,1.0,1.0,kingside,kingside,0.0,draw,D02,"Queen's Pawn Game: Symmetrical Variation, Pseudo-Catalan",D,19,12.8,5.75,0.0,0.0,0.0,0.0,0.0,31.0,-6.0,13.61,-61,2216.0,Expert,Expert,7.05,,1,kaggle_pgn,True
13620,1940,2453,1/2-1/2,79,1.0,1.0,kingside,kingside,27.0,draw,A46,Indian Defense: Knights Variation,A,159,13.05,15.42,0.0,0.0,1.0,1.0,0.0,130.0,-24.0,29.36,-513,2196.0,Advanced,Expert,-2.37,,1,kaggle_pgn,True
13621,2518,2405,1/2-1/2,45,1.0,1.0,kingside,kingside,15.0,draw,B32,Sicilian Defense: Kalashnikov Variation,B,91,13.36,22.72,0.0,0.0,1.0,1.0,99.0,119.0,-14.0,30.52,113,2462.0,Master,Expert,-9.36,,1,kaggle_pgn,True
13622,2526,2369,1-0,29,1.0,1.0,kingside,kingside,13.0,resignation,C77,"Ruy Lopez: Morphy Defense, Anderssen Variation",C,59,16.12,32.95,0.0,2.0,0.0,1.0,527.0,539.0,-9.0,162.44,157,2448.0,Master,Expert,-16.83,1.0,2,kaggle_pgn,True
13623,2405,2342,1/2-1/2,32,1.0,1.0,kingside,kingside,11.0,draw,A04,Zukertort Opening: Dutch Variation,A,64,23.14,15.38,0.0,0.0,2.0,1.0,-46.0,57.0,-151.0,67.51,63,2374.0,Expert,Expert,7.76,,1,kaggle_pgn,True
13624,2390,2187,1-0,32,1.0,1.0,kingside,kingside,17.0,resignation,B40,Sicilian Defense: Kveinis Variation,B,65,13.22,28.39,0.0,1.0,0.0,2.0,99.0,184.0,-65.0,38.68,203,2288.0,Expert,Expert,-15.17,1.0,2,kaggle_pgn,True
13625,2441,2483,1/2-1/2,62,1.0,1.0,kingside,kingside,22.0,draw,A40,Horwitz Defense,A,124,10.61,12.36,0.0,0.0,0.0,0.0,0.0,55.0,-32.0,12.67,-42,2462.0,Expert,Expert,-1.75,,1,kaggle_pgn,True
13626,2033,1928,1-0,40,1.0,0.0,kingside,none,16.0,resignation,B40,Sicilian Defense: French Variation,B,81,26.35,111.3,1.0,5.0,0.0,1.0,2151.0,2177.0,2.0,501.27,105,1980.0,Expert,Advanced,-84.95,1.0,2,kaggle_pgn,True
13627,2014,2125,1-0,33,1.0,1.0,kingside,kingside,13.0,resignation,A40,Queen's Pawn Game: Modern Defense,A,67,20.47,62.56,0.0,3.0,1.0,4.0,624.0,624.0,-42.0,163.6,-111,2070.0,Expert,Expert,-42.09,1.0,2,kaggle_pgn,True
13628,2473,2397,1-0,63,1.0,1.0,kingside,kingside,27.0,resignation,C07,"French Defense: Tarrasch Variation, Chistyakov Defense",C,127,13.43,34.56,0.0,3.0,2.0,1.0,907.0,907.0,-16.0,129.67,76,2435.0,Expert,Expert,-21.13,1.0,2,kaggle_pgn,True
13629,2549,2575,1/2-1/2,15,1.0,1.0,kingside,kingside,4.0,draw,E17,Queen's Indian Defense: Traditional Variation,E,31,7.86,5.56,0.0,0.0,0.0,0.0,16.0,32.0,0.0,8.01,-26,2562.0,Master,Master,2.3,,1,kaggle_pgn,True
13630,1948,2123,1/2-1/2,53,1.0,1.0,kingside,kingside,27.0,draw,D83,"Grünfeld Defense: Brinckmann Attack, Grünfeld Gambit",D,106,21.36,19.15,0.0,1.0,1.0,2.0,-74.0,60.0,-327.0,84.19,-175,2036.0,Advanced,Expert,2.21,,1,kaggle_pgn,True
13631,2607,2590,0-1,27,1.0,0.0,kingside,none,14.0,resignation,A15,"English Opening: Anglo-Indian Defense, King's Knight Variation",A,54,86.42,20.3,3.0,0.0,1.0,1.0,-843.0,75.0,-915.0,247.18,17,2598.0,Master,Master,66.12,0.0,0,kaggle_pgn,True
13632,2423,2227,1-0,26,1.0,1.0,queenside,kingside,14.0,resignation,B56,Sicilian Defense: Classical Variation,B,53,11.58,54.71,0.0,3.0,0.0,1.0,731.0,731.0,-18.0,232.39,196,2325.0,Expert,Expert,-43.13,1.0,2,kaggle_pgn,True
13633,2060,2242,1-0,33,1.0,1.0,kingside,kingside,12.0,resignation,B90,Sicilian Defense: Najdorf Variation,B,67,20.17,64.11,0.0,3.0,1.0,1.0,956.0,1081.0,3.0,240.01,-182,2151.0,Expert,Expert,-43.94,1.0,2,kaggle_pgn,True
13634,2137,2292,0-1,39,1.0,1.0,kingside,kingside,10.0,resignation,B06,Modern Defense,B,78,67.63,33.92,3.0,1.0,8.0,0.0,-1372.0,91.0,-1383.0,352.34,-155,2214.0,Expert,Expert,33.71,0.0,0,kaggle_pgn,True
13635,1628,2098,0-1,28,1.0,1.0,queenside,queenside,14.0,resignation,C68,Ruy Lopez: Exchange Variation,C,56,41.25,13.1,1.0,0.0,2.0,0.0,-563.0,44.0,-563.0,127.07,-470,1863.0,Advanced,Expert,28.15,0.0,0,kaggle_pgn,True
13636,2026,2132,0-1,30,1.0,1.0,kingside,kingside,16.0,resignation,B23,Sicilian Defense: Grand Prix Attack,B,60,38.3,38.86,3.0,0.0,0.0,2.0,-454.0,64.0,-475.0,135.15,-106,2079.0,Expert,Expert,-0.56,0.0,0,kaggle_pgn,True
13637,2277,2176,0-1,40,1.0,1.0,kingside,kingside,15.0,resignation,C77,"Ruy Lopez: Morphy Defense, Anderssen Variation",C,80,37.84,20.0,2.0,0.0,1.0,1.0,-385.0,94.0,-385.0,96.82,101,2226.0,Expert,Expert,17.84,0.0,0,kaggle_pgn,True
13638,1908,2166,0-1,62,1.0,1.0,queenside,queenside,27.0,resignation,C13,"French Defense: Classical Variation, Normal Variation",C,124,287.87,711.8,3.0,4.0,3.0,2.0,-5026.0,148.0,-11232.0,2106.78,-258,2037.0,Advanced,Expert,-423.93,0.0,0,kaggle_pgn,True
13639,1761,1617,1-0,44,1.0,1.0,kingside,kingside,22.0,resignation,D35,Queen's Gambit Declined: Normal Defense,D,89,9.71,35.27,0.0,2.0,0.0,1.0,1091.0,1091.0,8.0,184.92,144,1689.0,Advanced,Advanced,-25.56,1.0,2,kaggle_pgn,True
13640,1880,2133,1/2-1/2,42,1.0,1.0,kingside,kingside,22.0,draw,B47,"Sicilian Defense: Taimanov Variation, Bastrikov Variation",B,84,24.73,20.4,1.0,1.0,2.0,0.0,-54.0,64.0,-330.0,51.39,-253,2006.0,Advanced,Expert,4.33,,1,kaggle_pgn,True
13641,2390,2468,1/2-1/2,44,1.0,1.0,kingside,kingside,17.0,draw,C67,"Ruy Lopez: Berlin Defense, Rio Gambit Accepted",C,88,16.19,17.58,1.0,0.0,0.0,2.0,0.0,153.0,-11.0,28.61,-78,2429.0,Expert,Expert,-1.39,,1,kaggle_pgn,True
13642,2103,2474,0-1,40,1.0,1.0,kingside,kingside,14.0,resignation,B22,Sicilian Defense: Alapin Variation,B,80,75.1,107.47,2.0,4.0,1.0,0.0,348.0,348.0,-979.0,243.82,-371,2288.0,Expert,Expert,-32.37,0.0,0,kaggle_pgn,True
13643,1873,2376,0-1,36,1.0,0.0,kingside,none,17.0,resignation,B06,Modern Defense: Standard Line,B,72,28.48,28.54,0.0,1.0,4.0,0.0,-85.0,91.0,-337.0,93.2,-503,2124.0,Advanced,Expert,-0.06,0.0,0,kaggle_pgn,True
13644,2253,2322,1-0,37,1.0,1.0,kingside,kingside,14.0,resignation,A11,"Réti Opening: Anglo-Slav Variation, Gurevich System",A,75,29.89,183.53,1.0,4.0,1.0,0.0,1855.0,2613.0,-383.0,435.37,-69,2288.0,Expert,Expert,-153.64,1.0,2,kaggle_pgn,True
13645,2583,2396,1/2-1/2,36,1.0,1.0,queenside,kingside,16.0,draw,B00,Pirc Defense,B,73,14.53,16.0,0.0,0.0,0.0,0.0,0.0,86.0,-11.0,21.75,187,2490.0,Master,Expert,-1.47,,1,kaggle_pgn,True
13646,2094,1902,1-0,30,1.0,1.0,kingside,kingside,14.0,resignation,D35,Queen's Gambit Declined: Normal Defense,D,61,11.36,30.24,0.0,1.0,0.0,3.0,418.0,418.0,2.0,111.11,192,1998.0,Expert,Advanced,-18.88,1.0,2,kaggle_pgn,True
13647,2691,2237,1-0,28,1.0,1.0,queenside,kingside,10.0,resignation,A46,Indian Defense: Knights Variation,A,57,19.82,42.65,0.0,2.0,1.0,2.0,531.0,531.0,0.0,137.2,454,2464.0,Master,Expert,-22.83,1.0,2,kaggle_pgn,True
13648,2250,2493,0-1,38,1.0,1.0,kingside,kingside,17.0,resignation,A46,Indian Defense: Knights Variation,A,76,75.62,19.53,2.0,0.0,2.0,2.0,-1398.0,50.0,-1530.0,292.94,-243,2372.0,Expert,Expert,56.09,0.0,0,kaggle_pgn,True
13649,1388,1928,0-1,58,1.0,1.0,kingside,queenside,25.0,resignation,C45,Scotch Game: Steinitz Variation,C,116,192.71,37.65,4.0,2.0,4.0,4.0,-4911.0,65.0,-5011.0,683.63,-540,1658.0,Intermediate,Advanced,155.06,0.0,0,kaggle_pgn,True
13650,2595,2460,1-0,92,1.0,1.0,kingside,kingside,26.0,resignation,B10,Caro-Kann Defense,B,185,310.39,294.92,6.0,6.0,4.0,9.0,5239.0,12198.0,0.0,1909.79,135,2528.0,Master,Expert,15.47,1.0,2,kaggle_pgn,True
13651,2265,2238,1/2-1/2,22,0.0,1.0,none,kingside,9.0,draw,E70,King's Indian Defense: Normal Variation,E,44,21.5,21.8,0.0,0.0,1.0,1.0,46.0,63.0,-102.0,52.18,27,2252.0,Expert,Expert,-0.3,,1,kaggle_pgn,True
13652,1881,1631,1/2-1/2,17,1.0,1.0,kingside,kingside,6.0,draw,D02,Queen's Pawn Game: London System,D,34,25.5,24.25,0.0,1.0,1.0,0.0,-6.0,110.0,-28.0,30.38,250,1756.0,Advanced,Advanced,1.25,,1,kaggle_pgn,True
13653,1772,2649,0-1,33,1.0,1.0,kingside,kingside,16.0,resignation,B42,"Sicilian Defense: Kan Variation, Modern Variation",B,66,43.44,22.73,2.0,0.0,2.0,0.0,-436.0,66.0,-481.0,187.61,-877,2210.0,Advanced,Master,20.71,0.0,0,kaggle_pgn,True
13654,2045,1990,1/2-1/2,8,1.0,0.0,kingside,none,2.0,draw,B40,"Sicilian Defense: French Variation, Normal",B,16,9.6,22.0,0.0,0.0,0.0,1.0,40.0,88.0,17.0,16.93,55,2018.0,Expert,Advanced,-12.4,,1,kaggle_pgn,True
13655,2249,2131,1-0,83,1.0,1.0,kingside,kingside,26.0,resignation,D30,Queen's Gambit Declined,D,167,51.1,306.22,4.0,9.0,5.0,2.0,4917.0,5011.0,-100.0,1109.99,118,2190.0,Expert,Expert,-255.12,1.0,2,kaggle_pgn,True
13656,2407,2549,0-1,23,0.0,1.0,none,queenside,12.0,resignation,C13,French Defense: Classical Variation,C,46,76.55,13.0,3.0,0.0,1.0,0.0,-611.0,43.0,-665.0,151.69,-142,2478.0,Expert,Master,63.55,0.0,0,kaggle_pgn,True
13657,2212,1960,1-0,40,1.0,1.0,kingside,kingside,22.0,resignation,A10,English Opening,A,80,33.53,51.86,1.0,2.0,3.0,5.0,618.0,618.0,-167.0,145.63,252,2086.0,Expert,Advanced,-18.33,1.0,2,kaggle_pgn,True
13658,2367,2231,1/2-1/2,74,1.0,1.0,kingside,kingside,27.0,draw,C63,Ruy Lopez: Schliemann Defense,C,149,20.82,23.64,1.0,1.0,3.0,2.0,0.0,55.0,-213.0,84.99,136,2299.0,Expert,Expert,-2.82,,1,kaggle_pgn,True
13659,2603,2591,1-0,36,1.0,1.0,queenside,kingside,14.0,resignation,B00,Pirc Defense,B,73,31.0,120.78,1.0,3.0,2.0,1.0,723.0,1945.0,0.0,255.12,12,2597.0,Master,Master,-89.78,1.0,2,kaggle_pgn,True
13660,1898,1806,1-0,34,1.0,1.0,kingside,kingside,16.0,resignation,C54,"Italian Game: Classical Variation, Giuoco Pianissimo",C,69,28.8,59.47,1.0,3.0,0.0,4.0,758.0,758.0,0.0,222.49,92,1852.0,Advanced,Advanced,-30.67,1.0,2,kaggle_pgn,True
13661,1843,2138,1/2-1/2,54,1.0,1.0,kingside,kingside,22.0,draw,A04,Zukertort Opening: Dutch Variation,A,109,31.07,40.59,1.0,3.0,3.0,2.0,0.0,397.0,-230.0,112.6,-295,1990.0,Advanced,Expert,-9.52,,1,kaggle_pgn,True
13662,2396,2089,1-0,24,1.0,1.0,queenside,kingside,10.0,resignation,A00,Van't Kruijs Opening,A,49,29.89,63.17,0.0,2.0,1.0,3.0,439.0,451.0,-121.0,112.02,307,2242.0,Expert,Expert,-33.28,1.0,2,kaggle_pgn,True
13663,2428,1937,1-0,58,1.0,1.0,kingside,kingside,25.0,resignation,D35,Queen's Gambit Declined: Normal Defense,D,117,18.6,20.97,1.0,0.0,1.0,5.0,241.0,245.0,-46.0,70.66,491,2182.0,Expert,Advanced,-2.37,1.0,2,kaggle_pgn,True
13664,2293,2400,1-0,39,1.0,0.0,kingside,none,20.0,resignation,B15,Caro-Kann Defense,B,79,31.59,65.45,1.0,4.0,2.0,2.0,825.0,825.0,-140.0,155.53,-107,2346.0,Expert,Expert,-33.86,1.0,2,kaggle_pgn,True
13665,2247,2450,0-1,49,1.0,1.0,kingside,kingside,19.0,resignation,D02,Queen's Pawn Game: Symmetrical Variation,D,98,192.4,19.05,2.0,0.0,5.0,3.0,-5480.0,67.0,-5480.0,765.0,-203,2348.0,Expert,Expert,173.35,0.0,0,kaggle_pgn,True
13666,2404,2543,0-1,69,1.0,1.0,kingside,kingside,22.0,resignation,A13,English Opening: Agincourt Defense,A,138,44.17,51.11,5.0,3.0,4.0,1.0,-882.0,89.0,-904.0,197.7,-139,2474.0,Expert,Master,-6.94,0.0,0,kaggle_pgn,True
13667,2608,2060,1-0,52,1.0,1.0,queenside,kingside,20.0,resignation,B70,Sicilian Defense: Dragon Variation,B,104,28.95,224.48,2.0,9.0,2.0,5.0,6480.0,6480.0,12.0,989.71,548,2334.0,Master,Expert,-195.53,1.0,2,kaggle_pgn,True
13668,1917,2385,0-1,37,0.0,1.0,none,kingside,13.0,resignation,B02,Alekhine Defense: Two Pawns Attack,B,74,65.62,19.0,4.0,0.0,3.0,1.0,-416.0,68.0,-1033.0,167.87,-468,2151.0,Advanced,Expert,46.62,0.0,0,kaggle_pgn,True
13669,2415,2472,1/2-1/2,28,1.0,1.0,kingside,kingside,10.0,draw,A45,Trompowsky Attack: Classical Defense,A,56,10.0,9.23,0.0,0.0,0.0,1.0,0.0,29.0,-51.0,17.18,-57,2444.0,Expert,Expert,0.77,,1,kaggle_pgn,True
13670,1945,1752,1-0,17,1.0,1.0,kingside,queenside,6.0,resignation,A03,Bird Opening: Dutch Variation,A,35,23.75,64.47,0.0,4.0,1.0,5.0,884.0,893.0,-36.0,310.14,193,1848.0,Advanced,Advanced,-40.72,1.0,2,kaggle_pgn,True
13671,2597,2666,1/2-1/2,35,0.0,1.0,none,kingside,20.0,draw,A50,Indian Defense: Normal Variation,A,70,9.4,10.36,0.0,0.0,0.0,0.0,0.0,48.0,-26.0,14.78,-69,2632.0,Master,Master,-0.96,,1,kaggle_pgn,True
13672,2338,2581,0-1,40,1.0,1.0,kingside,kingside,12.0,resignation,C55,"Italian Game: Two Knights Defense, Modern Bishop's Opening",C,80,87.46,28.5,6.0,1.0,1.0,0.0,-1701.0,44.0,-1736.0,330.12,-243,2460.0,Expert,Master,58.96,0.0,0,kaggle_pgn,True
13673,2268,2108,1/2-1/2,14,1.0,1.0,kingside,kingside,0.0,draw,A04,Zukertort Opening: Kingside Fianchetto,A,29,29.33,15.67,0.0,0.0,0.0,1.0,-37.0,75.0,-37.0,22.78,160,2188.0,Expert,Expert,13.66,,1,kaggle_pgn,True
13674,2380,2092,1-0,31,1.0,1.0,queenside,kingside,17.0,resignation,C47,Four Knights Game,C,63,14.62,620.89,0.0,4.0,0.0,1.0,869.0,10888.0,-15.0,1368.92,288,2236.0,Expert,Expert,-606.27,1.0,2,kaggle_pgn,True
13675,2499,2249,1-0,42,1.0,1.0,kingside,kingside,10.0,resignation,C00,French Defense: King's Indian Attack,C,85,19.56,28.83,0.0,1.0,1.0,2.0,417.0,417.0,-33.0,88.77,250,2374.0,Expert,Expert,-9.27,1.0,2,kaggle_pgn,True
13676,2027,2017,1-0,30,1.0,1.0,kingside,kingside,14.0,resignation,C45,Scotch Game: Classical Variation,C,61,23.93,43.47,0.0,1.0,2.0,1.0,366.0,366.0,-6.0,62.23,10,2022.0,Expert,Expert,-19.54,1.0,2,kaggle_pgn,True
13677,2494,2370,1-0,66,1.0,1.0,kingside,kingside,25.0,resignation,A13,English Opening: Agincourt Defense,A,133,20.8,131.25,1.0,3.0,0.0,3.0,4903.0,4903.0,-29.0,898.71,124,2432.0,Expert,Expert,-110.45,1.0,2,kaggle_pgn,True
13678,2495,2401,1-0,31,1.0,1.0,kingside,kingside,13.0,resignation,B90,Sicilian Defense: Najdorf Variation,B,63,119.33,230.46,2.0,3.0,1.0,1.0,1402.0,2722.0,18.0,494.25,94,2448.0,Expert,Expert,-111.13,1.0,2,kaggle_pgn,True
13679,2293,2116,1-0,30,1.0,1.0,kingside,kingside,19.0,resignation,A05,Zukertort Opening,A,61,110.71,150.0,2.0,3.0,0.0,3.0,587.0,1632.0,-16.0,411.73,177,2204.0,Expert,Expert,-39.29,1.0,2,kaggle_pgn,True
13680,2124,2120,1/2-1/2,13,1.0,1.0,kingside,kingside,2.0,draw,C84,Ruy Lopez: Closed,C,26,13.33,20.6,0.0,0.0,0.0,0.0,18.0,44.0,-26.0,17.34,4,2122.0,Expert,Expert,-7.27,,1,kaggle_pgn,True
13681,2384,2495,0-1,43,1.0,1.0,kingside,kingside,18.0,resignation,D15,Slav Defense: Chebanenko Variation,D,86,40.19,14.67,2.0,0.0,5.0,0.0,-891.0,89.0,-891.0,266.17,-111,2440.0,Expert,Expert,25.52,0.0,0,kaggle_pgn,True
13682,2211,2080,1-0,28,1.0,1.0,kingside,kingside,12.0,resignation,A05,Zukertort Opening,A,57,15.91,64.62,0.0,3.0,0.0,1.0,632.0,735.0,-6.0,184.59,131,2146.0,Expert,Expert,-48.71,1.0,2,kaggle_pgn,True
13683,2540,2598,1/2-1/2,23,1.0,1.0,kingside,kingside,10.0,draw,A40,Queen's Pawn Game: Modern Defense,A,47,18.46,45.22,0.0,1.0,1.0,0.0,100.0,220.0,-9.0,35.77,-58,2569.0,Master,Master,-26.76,,1,kaggle_pgn,True
13684,1838,2113,1-0,39,1.0,1.0,kingside,kingside,15.0,resignation,B50,Sicilian Defense: Modern Variations,B,79,39.32,62.69,1.0,1.0,2.0,1.0,297.0,607.0,-181.0,147.94,-275,1976.0,Advanced,Expert,-23.37,1.0,2,kaggle_pgn,True
13685,2227,2411,0-1,92,1.0,1.0,kingside,kingside,20.0,resignation,A04,Zukertort Opening: Kingside Fianchetto,A,184,22.91,19.78,0.0,1.0,5.0,1.0,-342.0,82.0,-342.0,80.04,-184,2319.0,Expert,Expert,3.13,0.0,0,kaggle_pgn,True
13686,2358,2217,1/2-1/2,30,1.0,0.0,queenside,none,16.0,draw,B06,Modern Defense: Standard Line,B,61,20.06,24.5,0.0,1.0,1.0,0.0,-19.0,127.0,-24.0,33.06,141,2288.0,Expert,Expert,-4.44,,1,kaggle_pgn,True
13687,2178,2386,0-1,36,1.0,1.0,kingside,kingside,20.0,resignation,D22,Queen's Gambit Accepted: Alekhine Defense,D,72,21.42,17.78,1.0,0.0,0.0,1.0,-96.0,100.0,-124.0,31.39,-208,2282.0,Expert,Expert,3.64,0.0,0,kaggle_pgn,True
13688,2475,2182,1/2-1/2,43,0.0,1.0,none,kingside,26.0,draw,D85,Grünfeld Defense: Exchange Variation,D,86,15.4,9.89,0.0,0.0,0.0,0.0,0.0,84.0,-30.0,27.45,293,2328.0,Expert,Expert,5.51,,1,kaggle_pgn,True
13689,2150,2381,1/2-1/2,48,1.0,1.0,kingside,kingside,21.0,draw,E70,King's Indian Defense: Normal Variation,E,97,102.26,48.77,4.0,4.0,3.0,2.0,0.0,542.0,-1085.0,171.77,-231,2266.0,Expert,Expert,53.49,,1,kaggle_pgn,True
13690,2749,2769,1-0,35,1.0,1.0,kingside,kingside,12.0,resignation,C80,Ruy Lopez: Open,C,71,850.67,188.18,1.0,3.0,2.0,2.0,10036.0,11403.0,-77.0,2209.47,-20,2759.0,Master,Master,662.49,1.0,2,kaggle_pgn,True
13691,2524,2257,1-0,34,1.0,1.0,kingside,kingside,15.0,resignation,B11,"Caro-Kann Defense: Two Knights Attack, Mindeno Variation, Exchange Line",B,69,10.92,38.39,0.0,2.0,0.0,1.0,412.0,418.0,0.0,82.01,267,2390.0,Master,Expert,-27.47,1.0,2,kaggle_pgn,True
13692,2310,2443,0-1,31,1.0,1.0,kingside,kingside,14.0,resignation,A46,Indian Defense: Spielmann-Indian,A,62,54.83,21.77,3.0,1.0,0.0,1.0,-624.0,188.0,-624.0,122.32,-133,2376.0,Expert,Expert,33.06,0.0,0,kaggle_pgn,True
13693,2283,2430,0-1,49,1.0,1.0,kingside,kingside,20.0,resignation,B43,"Sicilian Defense: Kan Variation, Knight Variation",B,98,76.3,39.93,4.0,1.0,2.0,3.0,-1327.0,66.0,-1327.0,374.33,-147,2356.0,Expert,Expert,36.37,0.0,0,kaggle_pgn,True
13694,2275,2233,1/2-1/2,18,1.0,1.0,kingside,kingside,6.0,draw,E10,Blumenfeld Countergambit,E,37,20.2,11.0,0.0,0.0,1.0,0.0,0.0,30.0,-38.0,16.34,42,2254.0,Expert,Expert,9.2,,1,kaggle_pgn,True
13695,2416,2254,1-0,36,1.0,1.0,kingside,kingside,11.0,resignation,C43,"Petrov's Defense: Modern Attack, Center Variation",C,73,20.23,35.57,0.0,1.0,1.0,1.0,615.0,615.0,0.0,118.07,162,2335.0,Expert,Expert,-15.34,1.0,2,kaggle_pgn,True
13696,2089,1707,1/2-1/2,48,1.0,1.0,kingside,kingside,20.0,draw,D02,Queen's Pawn Game: Symmetrical Variation,D,96,60.56,59.0,4.0,4.0,4.0,5.0,0.0,600.0,-231.0,182.71,382,1898.0,Expert,Advanced,1.56,,1,kaggle_pgn,True
13697,2297,2446,1/2-1/2,45,1.0,1.0,kingside,kingside,14.0,draw,A06,Nimzo-Larsen Attack: Classical Variation,A,90,16.47,16.48,0.0,0.0,1.0,1.0,64.0,168.0,-12.0,35.63,-149,2372.0,Expert,Expert,-0.01,,1,kaggle_pgn,True
13698,2602,2688,0-1,41,1.0,1.0,kingside,queenside,24.0,resignation,A15,English Opening: Anglo-Indian Defense,A,82,55.45,35.38,3.0,2.0,2.0,1.0,-639.0,168.0,-640.0,120.85,-86,2645.0,Master,Master,20.07,0.0,0,kaggle_pgn,True
13699,2223,2157,0-1,31,1.0,1.0,kingside,kingside,10.0,resignation,B20,Sicilian Defense: Keres Variation,B,62,65.06,24.3,5.0,0.0,2.0,2.0,-912.0,64.0,-912.0,242.57,66,2190.0,Expert,Expert,40.76,0.0,0,kaggle_pgn,True
13700,1852,1765,1/2-1/2,45,0.0,1.0,none,kingside,22.0,draw,C17,"French Defense: Winawer Variation, Bogoljubow Variation",C,90,17.52,21.47,0.0,0.0,0.0,1.0,3.0,48.0,-118.0,33.81,87,1808.0,Advanced,Advanced,-3.95,,1,kaggle_pgn,True
13701,1736,1776,0-1,38,1.0,1.0,queenside,kingside,21.0,resignation,B70,Sicilian Defense: Dragon Variation,B,76,285.43,366.6,8.0,4.0,2.0,4.0,-1951.0,1807.0,-5111.0,1047.47,-40,1756.0,Advanced,Advanced,-81.17,0.0,0,kaggle_pgn,True
13702,2164,2303,0-1,28,1.0,1.0,kingside,kingside,16.0,resignation,C50,"Italian Game: Giuoco Pianissimo, Normal",C,56,30.18,16.0,2.0,0.0,0.0,0.0,-383.0,44.0,-383.0,104.92,-139,2234.0,Expert,Expert,14.18,0.0,0,kaggle_pgn,True
13703,2256,1939,1-0,42,0.0,1.0,none,kingside,19.0,resignation,E32,Nimzo-Indian Defense: Classical Variation,E,85,14.94,20.45,0.0,0.0,1.0,3.0,209.0,238.0,-29.0,72.93,317,2098.0,Expert,Advanced,-5.51,1.0,2,kaggle_pgn,True
13704,2730,2753,1-0,30,0.0,0.0,none,none,16.0,resignation,B41,"Sicilian Defense: Kan Variation, Maróczy Bind, Réti Variation",B,61,10.38,24.94,0.0,1.0,0.0,2.0,304.0,304.0,10.0,83.29,-23,2742.0,Master,Master,-14.56,1.0,2,kaggle_pgn,True
