event_id,white_elo,black_elo,result,num_moves,white_castled,black_castled,white_castle_side,black_castle_side,num_captures,termination,moves_san,eco_code,opening_name,eco_family,total_half_moves,white_acl,black_acl,white_blunders,black_blunders,white_mistakes,black_mistakes,final_eval,max_white_advantage,max_black_advantage,game_sharpness,elo_gap,avg_elo,elo_bucket_white,elo_bucket_black,acl_gap,winner_binary,winner_multiclass
8863,2186,2005,1-0,56,True,True,queenside,kingside,29,resignation,e4 d6 d4 Nf6 Nc3 e5 Nf3 Nbd7 g4 Nxg4 Rg1 Ngf6 Be3 c6 Qd3 Qa5 O-O-O b5 a3 Rb8 Nd2 Ba6 Ncb1 c5 dxc5 Nxc5 Bxc5 dxc5 Rg5 Qc7 Nf3 Nd7 Bh3 Rd8 Nxe5 Be7 Bxd7+ Rxd7 Qxd7+ Qxd7 Rxd7 Bxg5+ Kd1 O-O Rxa7 Bc8 Nc3 Rd8+ Nd5 Be6 Nc6 Bg4+ Ke1 Re8 Ne5 h5 Nxg4 hxg4 Rb7 Rxe4+ Kf1 Rd4 Ne3 Rd2 Nxg4 Rxc2 Rxb5 Bc1 Ne3 Rxb2 Rxb2 Bxb2 Nc4 Bc3 a4 f5 a5 Bxa5 Nxa5 Kf7 Nb7 Ke6 Nxc5+ Kd5 Nd3 g5 Ke2 Ke4 h3 g4 hxg4 fxg4 Ne1 Kd4 Kf1 Kc3 Kg2 Kd2 Nc2 Kxc2 Kg3 Kd3 Kxg4 Ke4 f4 Kd5 Kf5 Kd6 Kf6 Kd7 f5 Ke8 Kg7,B00,Pirc Defense,B,113,565.82,596.5,3,7,3,6,4926,11322,-75,2475.42,181,2096.0,Expert,Expert,-30.68,1.0,2
8864,2545,2193,1-0,25,True,True,kingside,kingside,11,resignation,d4 e6 e4 d5 exd5 exd5 Bd3 Nf6 Bg5 Be7 Nf3 O-O O-O Nc6 c3 Re8 Re1 h6 Bf4 Nh5 Bg3 Nxg3 hxg3 Bg4 Nbd2 a6 Nf1 Qd7 Ne3 Be6 Bc2 Bf6 Nh2 g6 f4 Bg7 g4 Qd6 Qf3 Rad8 f5 gxf5 gxf5 Bc8 Nxd5 Nxd4 cxd4 c6 f6 cxd5 fxg7,A40,Horwitz Defense,A,51,14.44,35.0,0,2,0,2,403,403,-25,96.67,352,2369.0,Master,Expert,-20.56,1.0,2
8865,2053,2270,0-1,35,True,True,kingside,kingside,13,resignation,e4 c5 Nf3 Nc6 Bb5 d6 O-O Bd7 c3 Nf6 Re1 a6 Bf1 Bg4 h3 Bh5 d3 e6 Be3 Be7 Nbd2 O-O g4 Bg6 Nh4 Nd7 Nxg6 hxg6 Bg2 g5 d4 cxd4 cxd4 e5 Nf3 exd4 Nxd4 Nxd4 Bxd4 Bf6 Bxf6 Qxf6 Qd5 Rab8 Rad1 Ne5 Qxd6 Qf4 Rd5 Rfe8 Qa3 Rbc8 Qb3 Rc7 Red1 Re6 Qb4 Rc2 R1d2 Nc6 Rd8+ Kh7 Rh8+ Kg6 Rxc2 Nxb4 Rc5 Re5 Rc7 Nd3,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,B,70,95.25,17.64,4,0,2,0,-1349,66,-1349,313.96,-217,2162.0,Expert,Expert,77.61,0.0,0
8866,1730,1980,0-1,36,True,True,kingside,kingside,12,resignation,b4 e5 a3 a5 b5 Nf6 Bb2 d6 e3 Bg4 Be2 Bxe2 Nxe2 g6 c4 Nbd7 O-O Bg7 Nbc3 O-O d3 Re8 Ng3 h5 Nge4 Ng4 h3 Nh6 Nd2 Nc5 Nb3 Ne6 a4 c6 Rb1 d5 Ne2 cxb5 cxb5 b6 Qd2 Rc8 Rfc1 Qh4 Rxc8 Rxc8 Rc1 Rxc1+ Qxc1 Qxa4 Qc2 Qxb5 Qc8+ Kh7 Qc2 Nf5 Ba3 Bf8 Bxf8 Nxf8 Qc8 Kg7 Nbc1 Qd7 Qb8 Qd6 Qa8 Ne7 Nc3 d4 Ne4 Qc6,A00,Polish Opening: Bugayev Attack,A,72,54.29,16.2,3,0,1,0,-338,43,-562,153.98,-250,1855.0,Advanced,Advanced,38.09,0.0,0
8867,2138,2211,1-0,46,True,False,kingside,none,19,resignation,e4 c5 Nc3 e6 f4 a6 Nf3 Nc6 g3 d5 Bg2 d4 Ne2 d3 cxd3 Qxd3 O-O Nf6 e5 Nd5 Ne1 Qg6 d3 f5 exf6 Nxf6 f5 exf5 Nf4 Qf7 Bxc6+ bxc6 Nf3 Qd7 Re1+ Be7 Ne6 Rg8 Bf4 Nd5 Nxc5 Qa7 Bd6 Kd8 Bxe7+ Nxe7 d4 Rb8 Ne5 g6 Qf3 Rb6 Qf4 Nd5 Qg5+ Kc7 Rac1 Kb8 Na4 Ka8 Nxb6+ Qxb6 Qd2 Bb7 Rc4 Rd8 Rec1 Ne7 b4 Rd5 Qf2 Nc8 Nxc6 Nd6 Qf4 g5 Qxg5 Bxc6 Rxc6 Qxd4+ Kg2 Qe4+ Kh3 Ka7 Rc7+ Kb6 a4 Qxb4 R7c6+ Ka5 Qd8+ Kxa4 Ra1+,B23,Sicilian Defense: Closed,B,93,254.09,455.21,2,7,2,4,10951,11546,-11,2431.13,-73,2174.0,Expert,Expert,-201.12,1.0,2
8868,2473,2373,0-1,67,True,True,kingside,kingside,21,resignation,e4 e6 d4 d5 Nd2 c5 Ngf3 cxd4 exd5 Qxd5 Bc4 Qd6 O-O Nf6 Nb3 a6 Re1 Qc7 Bd3 Nc6 Nbxd4 Nxd4 Nxd4 Bd6 h3 O-O c3 Qc5 Nb3 Qc7 Bg5 Nd5 Bc2 f6 Bd2 e5 Qf3 Ne7 Rad1 Rd8 Qh5 f5 Bg5 Rf8 Nd2 Be6 Bb3 Bxb3 axb3 b5 Nf3 Nc6 Rd5 e4 Nh4 Be5 Rc5 Qd6 b4 g6 Qd1 Qe6 Qd5 Qxd5 Rxd5 Bg7 f3 Rae8 Rd6 Nb8 g4 Be5 Rb6 Bg3 Re3 fxg4 hxg4 Bxh4 Bxh4 exf3 Rxe8 Rxe8 Bg3 Nd7 Rxa6 Re2 Kf1 Rg2 Bc7 Kf7 Rd6 Ne5 g5 Ke7 b3 Rc2 Rd4 Nf7 c4 Ke6 Re4+ Kd7 Bf4 Rg2 Rd4+ Kc6 Rd5 Rg4 Rc5+ Kd7 Rc7+ Ke6 Be3 Ne5 cxb5 Rxb4 b6 Rxb3 b7 Nd3 Kg1 Rb1+ Kh2 f2 Rc6+ Kd5 Rb6 Rh1+ Kg3 f1=Q Rd6+ Ke5 Bd4+ Ke4,C07,"French Defense: Tarrasch Variation, Open System, Euwe-Keres Line",C,134,347.26,232.81,3,4,5,2,-782,977,-9955,1047.53,100,2423.0,Expert,Expert,114.45,0.0,0
8869,2577,2596,1/2-1/2,35,True,True,kingside,kingside,17,draw,d4 Nf6 c4 g6 g3 Bg7 Bg2 c5 Nf3 Qa5+ Nbd2 cxd4 Nxd4 Nc6 Nxc6 bxc6 O-O O-O a3 Qc7 Qc2 d6 Rb1 Bg4 h3 Bd7 b4 h5 Bb2 e5 Rfd1 Rad8 Qc3 h4 g4 Nh7 Ne4 f5 Nxd6 fxg4 c5 Ng5 Qe3 Ne6 Bxe5 gxh3 Bxh3 Bxe5 Bxe6+ Bxe6 Qxe5 Bd5 Rxd5 cxd5 Qxd5+ Kg7 Qe5+ Kg8 Qd5+ Kg7 Qd4+ Kg8 Qxh4 Qg7 Qc4+ Kh8 Rb3 Qh6 Rg3 Kh7 Qe4,E60,"King's Indian Defense: Fianchetto Variation, Immediate Fianchetto",E,71,30.64,40.29,1,2,2,4,531,584,-58,134.55,-19,2586.0,Master,Master,-9.65,,1
8870,2320,2357,0-1,35,True,True,kingside,kingside,14,resignation,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nc3 d6 Bg5 Qb6 Nb3 Bd7 Be2 e6 O-O Rc8 Be3 Qc7 f3 a6 Na4 Nb4 Nb6 Nxc2 Rc1 Nxe3 Rxc7 Rxc7 Qd4 Nxf1 Kxf1 e5 Qd2 Be7 Na5 O-O b3 Be6 Nac4 Rc6 a4 Rd8 Nd5 Bxd5 exd5 Rc5 Ne3 Rdc8 g4 g6 h4 Ne8 g5 Ng7 f4 exf4 Ng4 Nf5 Qxf4 Rc1+ Kf2 R1c2 Nh6+ Nxh6 gxh6 Bf8 Qe4 Rb2,B33,Sicilian Defense: Open,B,70,48.55,30.27,2,0,1,1,-636,79,-662,141.76,-37,2338.0,Expert,Expert,18.28,0.0,0
8871,1932,2223,0-1,39,True,True,kingside,kingside,19,resignation,b3 d5 Bb2 c5 e3 Nc6 f4 a6 Nf3 Nf6 Be2 g6 O-O Bg7 Qe1 O-O Ne5 Qc7 Nxc6 Qxc6 c4 Be6 Bf3 Qd7 cxd5 Bxd5 e4 Bc6 Nc3 Rad8 e5 Nd5 Nxd5 Bxd5 Rd1 Qc6 d4 cxd4 Bxd4 Bxf3 Rxf3 Rd5 Rfd3 Rfd8 R3d2 e6 Bf2 h6 Rxd5 Rxd5 Rxd5 Qxd5 h4 g5 hxg5 hxg5 g3 Qd3 Be3 Kh7 Qd2 Qe4 Kf2 Kg6 Qd8 Qc2+ Bd2 Qf5 Ke2 Qe4+ Kf2 Qf5 Ke2 Kh5 Qd3 Qxd3+ Kxd3 Kg4 fxg5,A01,Nimzo-Larsen Attack: Classical Variation,A,79,23.12,10.0,1,0,1,0,-222,18,-222,31.35,-291,2078.0,Advanced,Expert,13.12,0.0,0
8872,2490,2448,1/2-1/2,70,False,True,none,kingside,29,draw,c4 Nf6 Nc3 d5 cxd5 Nxd5 e4 Nxc3 bxc3 g6 Bc4 Bg7 h4 h6 d4 c5 Ne2 Nc6 Be3 O-O Qd2 cxd4 cxd4 Qa5 Rb1 Rd8 Bd5 e6 Bxc6 Qxd2+ Kxd2 bxc6 Rhd1 Ba6 Ke1 c5 dxc5 Bd3 Rbc1 Bb2 f3 Bxc1 Rxc1 Rab8 c6 Rb2 Nf4 Bc2 Bxa7 Rc8 a4 Ra2 a5 Rxc6 Be3 Rxa5 Ne2 e5 Bxh6 Ra2 Bd2 Rc4 Nc3 Rb2 Nd1 Rb1 Ne3 Rxc1+ Bxc1 Rc6 Bd2 f5 Nd5 Kf7 Nb4 Rc4 Nxc2 Rxc2 Ke2 f4 Kd3 Ra2 Ke2 Ke6 Kd3 Kd6 Bb4+ Kc6 Bc3 Rxg2 Bxe5 Rf2 Bxf4 Rxf3+ Be3 Rh3 Kd4 Rxh4 Ke5 Rh3 Bg5 Rf3 Ke6 Kc7 e5 Rf1 Bf6 Re1 Kf7 Kd7 Kxg6 Ke6 Kg5 Re4 Bg7 Re1 Bf6 Rf1 Kg4 Kf7 Bg5 Kg6 Bf4 Re1 Bg3 Re4+ Kf3 Kf5 Bh2 Rb4 e6 Rb3+ Kg2 Kxe6 Bg1 Rb2+ Kh1 Rb1 Kg2 Rxg1+,A16,English Opening: Anglo-Grünfeld Defense,A,140,17.71,14.85,0,0,2,2,0,61,-224,61.29,42,2469.0,Expert,Expert,2.86,,1
8873,2419,2111,1-0,36,True,True,kingside,kingside,12,resignation,d4 Nf6 c4 g6 f3 Bg7 e4 d6 Nc3 O-O Nge2 c5 d5 e6 Bg5 exd5 cxd5 a6 a4 Nbd7 Qd2 Re8 Ng3 Qc7 Be2 c4 O-O Rb8 Be3 Nc5 Bxc4 Nxa4 Nxa4 Qxc4 Rfc1 Qb5 Ba7 Ra8 Bd4 Nd7 Bxg7 Kxg7 h4 h5 Kh1 Ne5 Rc7 Bd7 Qg5 Kh7 Qf6 Rac8 Rxc8 Bxc8 Qxd6 Qb3 Ra3 Qd1+ Kh2 Kg8 Nb6 Bg4 f4 Nd3 f5 g5 Nd7 Rc8 Qh6 f6 Qg6+ Kh8 Nxf6,E60,"Indian Defense: Anti-Grünfeld, Alekhine Variation",E,73,31.0,209.25,1,5,1,2,2367,2380,-92,508.51,308,2265.0,Expert,Expert,-178.25,1.0,2
8874,2423,2065,1-0,43,True,True,kingside,kingside,20,resignation,g3 e5 c4 Nf6 Bg2 d5 cxd5 Nxd5 Nf3 Nc6 d3 Be7 O-O O-O Nc3 Nb6 a3 Be6 Bd2 f6 Rc1 Na5 Nb5 Bb3 Qe1 Nc6 Be3 Qd7 Nd2 Be6 Nc3 Rad8 Nce4 Nd4 Nf3 Nb3 Rc2 Nd5 Bc5 Qc6 Bxe7 Qxc2 Bxf8 Kxf8 Qb1 Qxb1 Rxb1 Ke7 Nfd2 Nxd2 Nxd2 c5 Rc1 b6 Bxd5 Bxd5 f3 Rd7 Kf2 Kd6 Ke3 Re7 h4 a5 g4 Re8 h5 h6 Ne4+ Bxe4 Kxe4 Ke6 b4 axb4 axb4 Rc8 bxc5 bxc5 Rc4 Rc7 Ra4 Rc6 Ra7 c4 dxc4 Rxc4+,A00,Hungarian Opening,A,86,12.62,16.92,0,0,0,2,167,179,-62,51.55,358,2244.0,Expert,Expert,-4.3,1.0,2
8875,2015,2350,0-1,43,True,True,kingside,kingside,16,resignation,d4 d5 c4 e6 Nf3 Nf6 Nc3 Be7 Bg5 O-O e3 h6 Bh4 Ne4 Bxe7 Qxe7 Rc1 c6 Bd3 Nxc3 Rxc3 dxc4 Bxc4 Nd7 O-O e5 Qc2 Rd8 Rd1 e4 Nd2 Nf6 Be2 Bf5 Rc5 Nd5 a3 Rac8 b4 a6 Qb1 Rd6 Nc4 Re6 Rc1 Bh7 Ne5 Rd8 Bxa6 Rxe5 Bxb7 Qxb7 dxe5 Ne7 b5 cxb5 Rc7 Qa8 Rxe7 Qxa3 Rec7 Bg6 Qxb5 Qd3 Qa4 Qd5 R7c5 Qe6 h3 Kh7 Qa5 Re8 Rb1 Bf5 Rb6 Qe7 Qb5 Rd8 Rd6 Ra8 g4 Ra1+ Kg2 Bxg4 Qb2 Bc8,D30,Queen's Gambit Declined,D,86,41.0,65.43,1,2,0,0,541,541,-334,158.26,-335,2182.0,Expert,Expert,-24.43,0.0,0
8876,2199,2457,0-1,27,True,True,kingside,kingside,15,resignation,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nc3 d6 Be2 g6 O-O Bg7 Nb3 O-O Kh1 a6 f4 Bd7 Bf3 Rc8 Be3 b5 Qd2 Bg4 Bxg4 Nxg4 Bg1 Nf6 Rae1 Na5 Nxa5 Qxa5 e5 b4 Nd1 dxe5 Rxe5 Qxa2 Rxe7 Rfd8 Qe2 a5 f5 a4 fxg6 hxg6 c3 Qc4 cxb4 Qxb4 Be3 Qxe7,B33,Sicilian Defense: Open,B,54,71.53,24.75,2,0,0,1,-733,63,-750,143.68,-258,2328.0,Expert,Expert,46.78,0.0,0
8877,1846,1996,1/2-1/2,28,True,True,kingside,kingside,16,draw,Nf3 d5 d4 Nf6 c4 dxc4 e3 a6 Bxc4 b5 Bd3 Bb7 O-O e6 b3 Nbd7 Bb2 c5 Nbd2 Be7 Rc1 Rc8 Qe2 O-O Rfd1 Nd5 Bb1 Qb6 Ne5 N7f6 Ne4 Nxe4 Bxe4 Nf6 dxc5 Bxc5 Bxb7 Qxb7 Qf3 Qxf3 gxf3 Rfe8 Nd7 Nxd7 Rxd7 b4 Bd4 Bxd4 Rxc8 Rxc8 Rxd4 a5 Rd7 g6 Ra7 Rc5,A06,Zukertort Opening,A,56,16.42,20.67,0,0,1,1,0,106,-20,26.77,-150,1921.0,Advanced,Advanced,-4.25,,1
8878,2180,2527,1/2-1/2,50,True,True,kingside,kingside,19,draw,d4 Nf6 c4 g6 g3 Bg7 Bg2 O-O Nc3 d6 Nf3 Nc6 O-O Bf5 d5 Na5 Nd2 c5 e4 Bd7 Qc2 a6 b3 b5 Bb2 Rb8 Rab1 e5 dxe6 Bxe6 Nd5 Nc6 Rbd1 Re8 Qc1 Bxd5 exd5 Ne5 Qc2 bxc4 Nxc4 Nxc4 Qxc4 Qa5 Ra1 Nh5 Bxg7 Nxg7 a3 Nf5 b4 Qb5 Qf4 cxb4 axb4 Qxb4 Qxb4 Rxb4 Rxa6 Rd4 Rb1 h5 Bh3 Rxd5 Bxf5 gxf5 Rb7 Re6 Kg2 Rd2 Ra5 d5 Ra8+ Kg7 Raa7 Rf6 Ra4 Kg6 Rbb4 Re6 Rd4 Ree2 Ra6+ f6 Rf4 d4 Rd6 Re4 Rf3 Kg5 h4+ Kg6 Rd5 Re5 Rd7 Ree2 Rd5 Re5 Rd7 Re1 Rd5,E60,"King's Indian Defense: Fianchetto Variation, Immediate Fianchetto",E,101,18.58,16.45,0,0,0,0,0,56,-85,30.59,-347,2354.0,Expert,Master,2.13,,1
8879,2242,2325,0-1,38,True,True,kingside,kingside,23,resignation,e4 e6 d4 d5 Nc3 Bb4 e5 c5 a3 Bxc3+ bxc3 Qc7 Nf3 Ne7 Bd3 b6 O-O Ba6 Bxa6 Nxa6 a4 Nb8 dxc5 bxc5 c4 O-O cxd5 Nxd5 Qd3 h6 Qe4 Nc6 c4 Ndb4 Be3 Nd4 Nxd4 cxd4 Bxd4 Qxc4 Rfc1 Qd5 Qxd5 Nxd5 a5 a6 Rc6 Rfb8 Bb6 Nxb6 Rxb6 Rc8 f4 Rc2 Rab1 Ra2 Rb7 Rc8 R1b2 Rxa5 Ra7 g5 fxg5 hxg5 h3 Rc1+ Kh2 Rf1 Rb6 Rf5 Rbxa6 Rxa6 Rxa6 Rxe5 Kg3 Kg7 h4,C17,"French Defense: Winawer Variation, Advance Variation",C,77,14.29,9.0,0,0,1,0,-149,48,-149,53.68,-83,2284.0,Expert,Expert,5.29,0.0,0
8880,2234,2354,1-0,63,True,True,kingside,kingside,24,resignation,d4 Nf6 c4 g6 Nf3 Bg7 d5 O-O Nc3 d6 e4 e6 Bd3 exd5 cxd5 Re8 O-O Bg4 h3 Bxf3 Qxf3 Nbd7 Bc2 Nc5 Rb1 a5 Re1 Nfd7 Qg3 Bf6 Re2 Bh4 Qh2 f5 exf5 Rxe2 Nxe2 Qe7 Be3 Ne4 Qf4 Re8 Nd4 Bg5 Qf3 Bxe3 Qxe3 Ndf6 Re1 Qf7 fxg6 hxg6 Qf3 Nd2 Rxe8+ Qxe8 Qd1 Nc4 Ne6 c6 Qd4 Ne5 dxc6 Qxe6 Bb3 d5 c7 Nc4 Qxf6 Qxf6 c8=Q+ Qf8 Qxb7 Qc5 Qd7 Nb6 Qe6+ Kh7 Qe2 Qc1+ Kh2 Qc7+ g3 Qd6 h4 Nd7 h5 Kg7 hxg6 Ne5 Qh5 Nxg6 Qxd5 Qf6 Qd7+ Kh8 Qf7 Qxf7 Bxf7 Ne5 Bd5 Nd3 f4 Nxb2 g4 Nd1 Kg3 Nc3 Bc4 Ne4+ Kh4 Kg7 g5 Nd6 Be6 a4 f5 a3 Kh5 Ne4 f6+ Kf8 Kh6 Nd6 g6 Nf7+ Kh5,E60,Indian Defense: West Indian Defense,E,127,242.62,289.26,4,9,2,3,6293,11589,0,1560.9,-120,2294.0,Expert,Expert,-46.64,1.0,2
8882,2495,2201,1-0,25,True,False,kingside,none,11,resignation,e4 e5 Nf3 Nc6 Bb5 Nf6 O-O Nxe4 d4 Nd6 Bxc6 dxc6 dxe5 Nf5 Qxd8+ Kxd8 Nc3 h6 Rd1+ Bd7 g4 Ne7 e6 fxe6 Ne5 Nd5 Nf7+ Kc8 Nxh8 Be8 Ne4 Be7 b3 Nf6 Nxf6 Bxf6 Rb1 g5 Bb2 Be7 Rd3 Bd6 Re1 Kd7 Rh3 h5 gxh5 g4 Rh4 Be7 Rd1+,C67,"Ruy Lopez: Berlin Defense, l'Hermet Variation",C,51,10.17,44.26,0,2,0,6,784,806,14,241.12,294,2348.0,Expert,Expert,-34.09,1.0,2
8884,1887,2170,0-1,32,True,True,kingside,kingside,17,resignation,e4 e6 d4 d5 Nd2 Be7 e5 c5 c3 Nc6 Ndf3 Bd7 Bd3 cxd4 cxd4 Nb4 Bb1 Bb5 Ne2 Rc8 O-O Rxc1 Nxc1 Bxf1 Qxf1 Qb6 Nd3 Nc6 Qc1 Nh6 Nc5 Nxd4 Nxd4 Bxc5 Nb3 Bxf2+ Kf1 Bh4 Qf4 Qb5+ Kg1 Be7 g4 Qc4 Qxc4 dxc4 Nd2 Nxg4 Nxc4 O-O Be4 b5 h3 Bc5+ Kg2 Nf2 Nd2 Rd8 Rc1 Rxd2 Kf3 Nxe4 Kxe4 Bb6,C03,"French Defense: Tarrasch Variation, Morozevich Variation",C,64,60.68,24.08,3,0,5,2,-634,48,-698,213.95,-283,2028.0,Advanced,Expert,36.6,0.0,0
8885,2290,1977,1-0,19,True,True,kingside,kingside,11,resignation,d4 d5 c4 c6 Nf3 Nf6 Nc3 a6 a4 e6 g3 dxc4 Bg2 c5 dxc5 Qxd1+ Nxd1 Bxc5 Ne5 O-O Ne3 Rd8 Bd2 Nd5 N3xc4 Nb4 O-O N8c6 Rfd1 Nd5 Nxc6 bxc6 e4 Nb6 Bb4 Rxd1+ Rxd1 Bxb4 Rd8+,D15,Slav Defense: Chebanenko Variation,D,39,11.86,40.33,0,1,0,2,420,423,5,103.41,313,2134.0,Expert,Advanced,-28.47,1.0,2
8886,2358,2450,1-0,37,True,True,kingside,kingside,12,resignation,d4 Nf6 Nf3 e6 c4 d5 g3 Bb4+ Bd2 Be7 Bg2 O-O Qc2 c6 O-O b6 Bf4 Nbd7 Nbd2 Nh5 Be3 Bb7 Rfc1 Bd6 c5 bxc5 dxc5 Bc7 b4 e5 Nb3 f5 Bg5 Qe8 Bd2 Ndf6 b5 cxb5 c6 Bc8 Ba5 Qd8 Bxc7 Qxc7 Qc5 Rb8 Ng5 d4 Bd5+ Nxd5 Qxd5+ Kh8 Rc5 h6 Nf3 Re8 Nxe5 Be6 Qf3 Nf6 Nxd4 Ne4 Ng6+ Kg8 Re5 Ng5 Qe3 Bf7 Ne7+ Kf8 Ndxf5 g6 Qc5 Qxe5 Nxg6+,A46,Indian Defense: Knights Variation,A,75,21.81,70.27,0,3,3,2,1327,1327,-58,269.68,-92,2404.0,Expert,Expert,-48.46,1.0,2
8887,2435,2235,1/2-1/2,33,True,False,queenside,none,17,draw,c4 g6 d4 Bg7 e4 d6 Nc3 Nc6 d5 Nd4 Be3 c5 Nge2 Qb6 Qd2 e5 dxe6 fxe6 h4 h6 O-O-O e5 Nd5 Qd8 Nec3 Be6 Bd3 Nf6 Nb5 Nxb5 cxb5 Nxd5 exd5 Bf5 h5 e4 g4 Bxg4 Bxe4 Bxd1 Bxg6+ Kd7 Rxd1 Qf6 Rg1 Raf8 Rg4 Qf3 Ra4 Bd4 Rxd4 cxd4 Qxd4 Rf6 Be4 Qe2 Bf5+ Rxf5 Qg7+ Ke8 Qxh8+ Rf8 Qxh6 Qc4+ Kb1 Qd3+ Kc1,A10,English Opening: Great Snake Variation,A,67,16.94,20.79,0,0,2,1,0,74,-106,46.41,200,2335.0,Expert,Expert,-3.85,,1
8888,2581,2361,1-0,40,True,True,kingside,kingside,13,resignation,c4 e6 Nf3 d5 g3 Nf6 Bg2 d4 Qa4+ Bd7 Qb3 Bc6 O-O Na6 d3 Nc5 Qd1 a5 Na3 Be7 Nc2 Bxf3 exf3 O-O f4 Ne8 b3 c6 Bb2 Bf6 Ba3 Be7 Re1 g6 Qd2 Ng7 Re5 Qb6 Nxd4 Ne4 Rxe4 Bxa3 Nf3 Rfd8 Rd1 a4 Qc2 axb3 axb3 Be7 d4 Ra3 Re3 Qa7 Red3 h5 h4 Bf6 Bh3 Ra2 Qc1 c5 d5 exd5 f5 Kh7 Qf4 Qb6 Rxd5 Rxd5 Rxd5 Ra6 Rd3 Qa5 Kg2 Qa1 Rd6 Qc3 Rxf6 Rxf6 Ng5+,A13,English Opening: Neo-Catalan,A,81,27.63,41.24,2,2,1,3,651,655,-20,161.65,220,2471.0,Master,Expert,-13.61,1.0,2
8889,2693,2691,1/2-1/2,30,True,True,kingside,kingside,19,draw,e4 e5 Nf3 Nf6 d4 Nxe4 Bd3 d5 Nxe5 Nd7 Nxd7 Bxd7 O-O Bd6 Qh5 Qf6 Nc3 Qxd4 Be3 Qe5 Qxe5+ Bxe5 Nxd5 Nf6 Rae1 Nxd5 Bd2 f6 f4 Nxf4 Bxf4 O-O Bxe5 fxe5 Bc4+ Kh8 Rxe5 Rxf1+ Kxf1 Re8 Rxe8+ Bxe8 Kf2 g5 Ke3 Kg7 Kd4 Kf6 Bd5 b6 Be4 h5 a3 Ke6 g3 c5+ Ke3 Ke5 h4 gxh4,C43,"Petrov's Defense: Modern Attack, Center Variation",C,60,6.75,7.4,0,0,0,0,11,49,-1,12.13,2,2692.0,Master,Master,-0.65,,1
8890,2459,2485,1/2-1/2,10,True,True,kingside,kingside,4,draw,Nf3 Nf6 c4 e6 d4 b6 g3 Bb7 Bg2 Be7 O-O O-O Nc3 Ne4 Nxe4 Bxe4 Ne1 Bxg2 Nxg2 d5,A05,Zukertort Opening,A,20,9.4,8.0,0,0,0,0,-12,32,-12,10.29,-26,2472.0,Expert,Expert,1.4,,1
8891,2315,2475,1/2-1/2,31,True,True,kingside,kingside,18,draw,Nf3 Nf6 c4 c6 b3 d5 Bb2 Bf5 g3 e6 Bg2 Nbd7 O-O Bd6 d4 Be4 Nc3 Qb8 Nxe4 Nxe4 Nd2 Nxd2 Qxd2 f5 f3 f4 e4 fxg3 hxg3 Bxg3 e5 O-O f4 Qe8 Qe3 Qg6 cxd5 cxd5 f5 exf5 Bxd5+ Kh8 Bg2 Rae8 Qf3 f4 Rac1 Qh6 Rfd1 Qb6 Qxb7 f3 Qxb6 Nxb6 Rc3 Bxe5 dxe5 fxg2 Rcd3 h5 Kxg2 Kh7,A12,"Réti Opening: Anglo-Slav Variation, New York System",A,62,39.0,41.82,2,3,1,1,71,134,-180,75.98,-160,2395.0,Expert,Expert,-2.82,,1
8892,2141,2224,1/2-1/2,11,True,True,kingside,kingside,6,draw,Nf3 Nf6 c4 c5 d4 cxd4 Nxd4 e6 g3 d5 Bg2 Bb4+ Nc3 O-O Qb3 Nc6 Nxc6 Bxc3+ Qxc3 bxc6 O-O Qe7 Bg5,A05,Zukertort Opening,A,23,17.0,20.6,0,0,0,0,48,60,-23,23.17,-83,2182.0,Expert,Expert,-3.6,,1
8893,2499,2323,1/2-1/2,43,True,False,kingside,none,20,draw,e4 d6 d4 Nf6 Nc3 g6 Be3 a6 Nf3 Bg7 Qd2 b5 Bd3 Bb7 Bh6 Bxh6 Qxh6 b4 Ne2 Bxe4 Bxe4 Nxe4 Qg7 Rf8 Qxh7 Nd7 Qh4 Ndf6 Ng5 Nxg5 Qxg5 Qd7 O-O Rb8 a3 Qc6 Qd2 a5 axb4 axb4 Ra5 Nd5 Rc1 Kd7 Nf4 Nxf4 Qxf4 Rb5 Ra7 g5 Qd2 Ra8 Rxa8 Qxa8 c4 bxc3 bxc3 Qa5 h3 e6 Qe2 Rb3 c4 Rc3 Rd1 Qf5 c5 Ke7 cxd6+ Kxd6 Qa6+ Ke7 Qb7 Rc2 Rf1 Kf6 Qb3 Qe4 Qe3 Qd5 h4 Rc4 Rd1 c5 Qxg5+ Qxg5,B07,Pirc Defense,B,86,14.72,11.88,0,0,0,0,-26,65,-44,28.5,176,2411.0,Expert,Expert,2.84,,1
