game_id,rated,turns,victory_status,winner,time_increment,white_id,white_rating,black_id,black_rating,moves,opening_code,opening_moves,opening_fullname,opening_shortname,opening_response,opening_variation
12773,FALSE,64,Resign,Black,60+0,lance5500,2619,gmbeast,1927,d4 Nf6 c4 e6 Nf3 d5 Nc3 Bb4 Bg5 Nbd7 e3 c5 cxd5 exd5 Bb5 Qa5 O-O Bxc3 Bxd7+ Nxd7 bxc3 O-O Qc2 Re8 Bf4 Nf6 Ne5 Be6 Rfb1 Rac8 Rxb7 cxd4 exd4 Ne4 Rb3 Nxc3 Qd2 f6 Nd3 Bg4 f3 Ne2+ Kf2 Qxd2 Bxd2 Nxd4 Rb4 Re2+ Kg3 Rxd2 Rxd4 Bf5 Rxd5 Bxd3 Re1 Rcc2 Rd7 Rxg2+ Kf4 g5+ Ke3 Bf5 Rxa7 Rc8,D51,12,Queen's Gambit Declined: Westphalian Variation,Queen's Gambit,Declined,Westphalian Variation
12774,TRUE,51,Resign,White,15+15,chessreaperz,1814,artmd,1805,Nf3 Nc6 d4 d5 c4 e6 Nc3 Nf6 Bg5 h6 Bh4 Bb4 e3 g5 Bg3 Ne4 Rc1 h5 h3 Nxg3 fxg3 Qd6 Kf2 h4 gxh4 Bxc3 c5 Qe7 bxc3 gxh4 Bb5 Bd7 Rf1 O-O-O Qa4 a6 Bxa6 Na7 Bxb7+ Kxb7 Rb1+ Ka8 Qa5 Bc6 Ne5 Be8 c6 Rd6 Rb7 Qf6+ Kg1,D02,4,Queen's Pawn Game: Chigorin Variation,Queen's Pawn Game,,Chigorin Variation
12775,FALSE,24,Out of Time,Black,30+0,engalican,1500,aftandil,1500,e4 c5 Nf3 a6 Nc3 b5 a4 b4 Nd5 e6 Nf4 Bb7 Qe2 d6 d4 cxd4 Nxd4 e5 Qh5 Nf6 Qf5 Bxe4 Qh3 exd4,B28,5,Sicilian Defense: O'Kelly Variation |  Yerevan System,Sicilian Defense,,O'Kelly Variation
12776,FALSE,51,Mate,White,30+0,aftandil,1500,engalican,1500,e4 e5 Nf3 Nf6 d4 Nc6 d5 Nb4 a3 Na6 Bxa6 bxa6 Nc3 d6 h3 h5 O-O Ng4 hxg4 hxg4 Ng5 f6 Ne6 Bxe6 dxe6 f5 g3 g6 Qd5 f4 Qc6+ Ke7 Nd5+ Kxe6 Qxa8 Qg5 Qe8+ Be7 Qxh8 c6 Qc8+ Kf7 Qxc6 Qh5 Qd7 fxg3 Qxe7+ Kg8 Nf6+ Kh8 Qf8#,C43,5,Russian Game: Modern Attack,Russian Game,,Modern Attack
12777,FALSE,76,Resign,Black,10+0,mizginbae,1961,aftandil,1500,d4 d5 Nf3 Nf6 g3 e6 Bg2 Be7 O-O O-O c4 c6 Nbd2 b6 Qc2 Bb7 e4 Na6 a3 c5 e5 Ne4 Rd1 Nxd2 Bxd2 cxd4 cxd5 Bxd5 Be1 Rc8 Qe2 Nc5 Nxd4 Bxg2 Kxg2 Qd5+ Kg1 Qe4 Qxe4 Nxe4 Rac1 Bc5 Nb5 a6 Nc3 Nxc3 Bxc3 Rfd8 b4 Be7 Rxd8+ Bxd8 a4 b5 axb5 axb5 Bd2 Rxc1+ Bxc1 Bb6 Kf1 Bd4 f4 g5 Ke2 gxf4 gxf4 Kg7 Kf3 Bc3 Ba3 Kg6 Ke4 Kh5 f5 Kg4,D02,5,Queen's Pawn Game: Symmetrical Variation |  Pseudo-Catalan,Queen's Pawn Game,,Symmetrical Variation
12778,FALSE,45,Resign,White,10+0,aftandil,1500,mizginbae,1961,e4 c5 Nf3 e6 g3 d5 exd5 exd5 d4 Nf6 Nc3 h6 Bg2 Nc6 O-O Be7 dxc5 Bxc5 Re1+ Be7 Ne5 Be6 Ng6 fxg6 Rxe6 O-O Nxd5 Kh8 Bxh6 gxh6 Nxe7 Nxe7 Qxd8 Raxd8 Rxe7 Rd2 h3 Rxc2 Rxb7 a5 Re1 Ng8 Be4 Rcxf2 Bxg6,B40,4,Sicilian Defense: French Variation,Sicilian Defense,,French Variation
12779,FALSE,101,Resign,White,15+15,ianremsen,1621,wiggleshark,1247,e4 d6 d4 c5 Nf3 Qa5+ Bd2 Qb6 c3 cxd4 Qa4+ Nc6 Bb5 Bd7 Nxd4 Rc8 Nxc6 bxc6 Be3 Qxb5 Qxb5 cxb5 Bxa7 Nf6 Nd2 g6 O-O Bh6 e5 Ra8 Be3 Ng8 Bxh6 Nxh6 exd6 exd6 Rfe1+ Be6 Ne4 Ra6 Ng5 Ra7 Nxe6 Rg8 Ng7+ Kd7 Re2 Rxg7 a3 f5 Rae1 d5 Re5 Kd6 Re6+ Kd7 Rb6 Re7 Rd1 Ng4 Rxd5+ Ke8 Rd1 Ra8 Rxb5 Re2 f3 Nf2 Rf1 Nd3 Rb1 Rxb2 R1xb2 Nxb2 Rxb2 Rxa3 Rc2 Ra1+ Kf2 Rh1 h3 h5 Ke3 Re1+ Kd4 Rd1+ Kc5 Rd8 c4 Rc8+ Kb4 Rb8+ Kc3 Ra8 c5 Ra3+ Kd4 Ra6 c6 Kd8 c7+,B54,5,Sicilian Defense,Sicilian Defense,,
12780,FALSE,63,Resign,White,15+15,synadze,1500,ianremsen,1621,e4 c6 d4 d5 e5 Bf5 Nc3 e6 g4 Bg6 Nge2 h6 Be3 Ne7 Qd2 Bh7 O-O-O Ng6 f4 Nh4 Ng3 Be7 Bh3 f6 Rhf1 O-O f5 exf5 gxf5 fxe5 Qf2 exd4 Bxd4 Bg5+ Kb1 Nd7 Rde1 Nf6 Re6 Qd7 Na4 b6 Rfe1 Rae8 Nc3 Ne4 Ncxe4 Rxe6 fxe6 Rxf2 exd7 dxe4 Bxf2 Nf3 Rd1 Bd8 Bf5 Bxf5 Nxf5 Nxh2 Ne7+ Kf7 Nxc6,B12,7,Caro-Kann Defense: Advance Variation |  Van der Wiel Attack,Caro-Kann Defense,,Advance Variation
12781,FALSE,52,Resign,Black,15+15,ianremsen,1621,synadze,1500,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Re1 b5 Bb3 d6 a4 Na5 axb5 Nxb3 cxb3 O-O Nc3 Qd7 Qe2 Bb7 bxa6 Bc6 d4 exd4 Nxd4 Rfb8 Nxc6 Qxc6 Ra3 Nd7 Qc4 Ne5 Qxc6 Nxc6 Nd5 Bd8 Bd2 Nd4 a7 Rb7 Bb4 Nc2 Rea1 Nxb4 Nxb4 Rxb4 Ra4 Rxb3,C88,13,Ruy Lopez: Closed,Ruy Lopez,,Closed
12782,FALSE,80,Mate,Black,15+15,kwulhu,1500,ianremsen,1621,e4 c5 Nc3 Nc6 Nf3 g6 d4 cxd4 Nxd4 Bg7 Bc4 Nxd4 Be3 Nc6 O-O Nf6 f3 O-O Nd5 Nxd5 exd5 Na5 b3 Bxa1 Qxa1 Nxc4 bxc4 d6 Bh6 f6 Bxf8 Qxf8 g4 f5 h3 fxg4 hxg4 Qf4 Re1 Kf7 Qh8 Qg3+ Kf1 Qxf3+ Kg1 Qxg4+ Kf2 Qh4+ Ke2 Bg4+ Kd2 Rxh8 Re4 Qg5+ Kd3 Bf5 Kd4 Bxe4 Kxe4 h5 Kd4 h4 Ke4 h3 c5 dxc5 Kd3 h2 Kc3 h1=Q Kc4 Qhxd5+ Kc3 Qe3+ Kb2 Qdd4+ c3 Qexc3+ Kb1 Qd1#,B34,9,Sicilian Defense: Accelerated Dragon |  Modern Variation,Sicilian Defense,,Accelerated Dragon
12783,FALSE,11,Resign,White,15+15,ianremsen,1621,kwulhu,1500,e4 e6 d4 Nc6 d5 Ne5 dxe6 fxe6 Qh5+ g6 Qxe5,C00,3,French Defense: Normal Variation,French Defense,,Normal Variation
12784,FALSE,59,Resign,Black,15+15,ianremsen,1621,notzmv,1813,e4 c6 d4 d5 e5 Bf5 Nd2 e6 Nb3 Nd7 Nf3 c5 dxc5 Nxc5 Bb5+ Nd7 Nfd4 Bg6 O-O a6 Bxd7+ Qxd7 Bg5 Ne7 Nc5 Qc7 Nd3 Nc6 Nxc6 bxc6 Qg4 c5 Qa4+ Qd7 Qxd7+ Kxd7 Rac1 h6 Be3 Kc6 Nf4 Bf5 c4 d4 Bd2 a5 h3 g5 Nh5 Bd3 Rfe1 Be7 Ng3 Rhb8 b3 a4 bxa4 Rxa4 Rb1,B12,5,Caro-Kann Defense: Advance Variation,Caro-Kann Defense,,Advance Variation
12785,FALSE,84,Resign,Black,15+15,jomgul,1500,ianremsen,1621,d4 Nf6 Nf3 d6 e3 g6 Bd3 Bg7 Nbd2 O-O b3 Nc6 Bb2 Nb4 O-O Nxd3 cxd3 Bf5 e4 Bg4 h3 Bd7 Rc1 Re8 Qc2 Rc8 b4 Bb5 a4 Bd7 Qb3 e6 Rc2 d5 e5 Nh5 b5 f6 Nh2 fxe5 dxe5 Qg5 d4 Nf4 Qf3 c5 bxc6 Bxc6 Qg4 Qxg4 Nxg4 Bxa4 Rxc8 Rxc8 Rc1 Rxc1+ Bxc1 Ne2+ Kf1 Nxc1 Nb1 Nb3 Nc3 b5 Ne2 b4 Ke1 a5 Kd1 Nxd4+ Kd2 Nxe2 Kxe2 Bb5+ Kd2 a4 Kc2 b3+ Kb2 h5 Ne3 Bxe5+ Ka3 b2,A48,8,Indian Game: Colle System |  King's Indian Variation,Indian Game,,Colle System
12786,FALSE,43,Resign,White,15+15,releasethebats,2156,ianremsen,1621,d4 Nf6 Nf3 g6 g3 Bg7 Bg2 O-O O-O e6 c4 d5 b3 Ne4 Bb2 Nc6 Nbd2 Nxd2 Qxd2 Ne7 Rfe1 Nf5 Rad1 c6 Ne5 Bxe5 dxe5 Bd7 e4 Ng7 exd5 exd5 cxd5 cxd5 Bxd5 Bc6 Bxf7+ Kxf7 Qf4+ Ke8 Rxd8+ Rxd8 Qb4,A49,5,Indian Game: Przepiorka Variation,Indian Game,,Przepiorka Variation
12787,FALSE,103,Mate,White,15+15,ianremsen,1621,sorrowsea,1093,e4 c6 d4 Na6 Nc3 Qa5 Nf3 d6 Bd3 b5 O-O Nf6 Bd2 Qb4 Rb1 Qa5 e5 dxe5 Nxe5 Nb4 a3 Nxd3 cxd3 Qb6 Qb3 Be6 Qb4 a5 Qc5 Ra6 Ne4 Nxe4 dxe4 f6 Nf3 f5 exf5 Qxc5 dxc5 Bxf5 Rbd1 h6 Bc3 Ra8 Ne5 Rd8 Rxd8+ Kxd8 Nxc6+ Kc7 Nxa5 e6 b4 Bd3 Rd1 Bc4 Nxc4 bxc4 Ra1 Be7 Kf1 Rd8 Ke2 Kc6 Bxg7 Rd3 a4 Kd5 Rd1 Rxd1 Kxd1 Bxc5 bxc5 Kxc5 Bxh6 Kb4 g4 c3 Kc2 Kc5 g5 Kd6 g6 Ke7 g7 Kf7 a5 e5 a6 e4 a7 e3 fxe3 Kg6 a8=Q Kxh6 g8=Q Kh5 Qa5+ Kh4 Qag5+ Kh3 Qg3#,A40,4,Caro-Kann Defense: De Bruycker Defense,Caro-Kann Defense,,De Bruycker Defense
12788,FALSE,92,Mate,Black,15+15,mocha2007,1500,ianremsen,1621,e4 c5 Nf3 d6 d4 cxd4 Bd3 e5 O-O Nf6 Bb5+ Bd7 Qd3 a6 Bc4 h6 c3 Bb5 Na3 Bxc4 Nxc4 Nc6 Nb6 Qxb6 cxd4 Nxd4 Be3 Nxf3+ gxf3 Qd8 Rad1 Be7 f4 O-O fxe5 dxe5 Qb3 Qc7 Bb6 Qc6 Rc1 Qxe4 Rc7 Bd8 Rxb7 Qxb7 f4 Qxb6+ Rf2 Qxb3 axb3 exf4 Rxf4 Rb8 b4 Nd5 Rf3 Rxb4 Kg2 Rxb2+ Kg3 Bc7+ Kg4 Rxh2 Kf5 g6+ Ke4 Nb4 Kd4 a5 Kc3 Nd5+ Kb3 Rb8+ Ka4 Ra2+ Ra3 Rxa3+ Kxa3 h5 Ka2 h4 Ka1 h3 Ka2 h2 Ka3 h1=Q Ka2 Qb1+ Ka3 Qb3#,B54,6,Sicilian Defense #2,Sicilian Defense,,#2
12789,FALSE,29,Resign,White,15+15,twipply,1894,ianremsen,1621,d4 c5 d5 e5 c4 d6 Nc3 Nf6 e3 Be7 Bd3 O-O Nge2 Bg4 f3 Bh5 Ng3 Bg6 Nf5 Bxf5 Bxf5 Nbd7 g4 h6 h4 Nb6 g5 hxg5 hxg5,A44,4,Old Benoni Defense,Old Benoni Defense,,
12790,FALSE,33,Resign,Black,15+15,ianremsen,1621,twipply,1894,e4 e6 d4 d5 Nc3 Nf6 Bg5 Be7 e5 Nfd7 Bxe7 Qxe7 Nf3 c5 Nb5 Kd8 Nd6 f6 c3 Nc6 Qe2 cxd4 cxd4 fxe5 dxe5 g5 h3 Rf8 Nb5 Qb4+ Nc3 Nd4 Qd2,C14,12,French Defense: Classical Variation,French Defense,,Classical Variation
12791,FALSE,14,Resign,White,15+15,twipply,1894,ianremsen,1621,d4 Nf6 c4 g6 Nc3 d5 e3 Bg7 Nf3 O-O Be2 Bf5 Nh4 Qd7,D94,9,Gruenfeld Defense: Three Knights Variation |  Burille Variation,Gruenfeld Defense,,Three Knights Variation
12792,FALSE,17,Resign,Black,15+15,ianremsen,1621,twipply,1894,e4 c5 Nf3 Nc6 Nc3 d6 d4 cxd4 Nxd4 e5 Ndb5 a6 Na3 b5 Nd5 Nf6 c4,B30,4,Sicilian Defense: Old Sicilian,Sicilian Defense,,Old Sicilian
12793,FALSE,14,Resign,White,15+15,twipply,1894,ianremsen,1621,e4 c5 d4 cxd4 c3 dxc3 Nxc3 Nc6 Nf3 d6 Bc4 e6 Qe2 g6,B21,12,Sicilian Defense: Smith-Morra Gambit Accepted |  Scheveningen Formation,Sicilian Defense,,Smith-Morra Gambit Accepted
12794,FALSE,22,Resign,Black,15+15,ianremsen,1621,twipply,1894,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 g6 Be3 Bg7 f3 O-O Qd2 Nc6 O-O-O Bd7 g4 Nxd4 Qxd4 Nxg4,B76,17,Sicilian Defense: Dragon Variation |  Yugoslav Attack |  Modern Line,Sicilian Defense,,Dragon Variation
12795,FALSE,32,Out of Time,Black,15+15,ianremsen,1621,abaraba,1903,e4 e5 Nf3 d5 exd5 e4 Qe2 Nf6 Nc3 Be7 Nxe4 O-O d3 Nxd5 g3 Nc6 Bg2 Bg4 O-O Nd4 Qd1 Qd7 c3 Nc6 Qb3 Nb6 d4 Rfe8 Bg5 Be6 Qc2 f5,C40,6,Elephant Gambit: Paulsen Countergambit,Elephant Gambit,,Paulsen Countergambit
12796,FALSE,52,Resign,Black,15+15,ianremsen,1621,synadze,1500,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nc3 e5 Ndb5 d6 Be2 a6 Na3 b5 Nd5 Nxd5 exd5 Nb8 O-O g6 c4 b4 Nc2 a5 Ne3 Bg7 a4 O-O Ng4 Nd7 Bh6 Nc5 Bxg7 Kxg7 f4 f5 Ne3 e4 Qd4+ Qf6 Qxf6+ Rxf6 g4 Bd7 Rf2 fxg4 Nxg4 Bxg4 Bxg4 Nd3,B33,10,Sicilian Defense: Lasker-Pelikan Variation,Sicilian Defense,,Lasker-Pelikan Variation
12797,FALSE,27,Resign,White,15+15,abaraba,1903,ianremsen,1621,d4 f5 c4 Nf6 Nf3 g6 Bg5 Ne4 Bf4 Bg7 Nc3 Nxc3 bxc3 d6 Qb3 c5 e3 O-O Bd3 Nc6 O-O e5 Bg5 Qe8 Be2 e4 Nd2,A84,4,Dutch Defense: Normal Variation,Dutch Defense,,Normal Variation
12798,FALSE,48,Resign,Black,15+15,ianremsen,1621,abaraba,1903,e4 d5 exd5 Nf6 Nc3 Nxd5 Nxd5 Qxd5 d4 Nc6 Nf3 Bg4 c4 Qe4+ Be3 e6 Bd3 Bb4+ Kf1 Bxf3 Bxe4 Bxd1 Rxd1 O-O Bf4 Bd6 Bxc6 Bxf4 Bxb7 Rab8 Be4 Rxb2 Ra1 Rfb8 g3 Bg5 Kg2 Rd2 Rhd1 Rbb2 Rxd2 Bxd2 Kf3 f5 Bd3 Bc3 d5 Rd2,B01,4,Scandinavian Defense: Modern Variation #2,Scandinavian Defense,,Modern Variation #2
12799,FALSE,39,Resign,White,15+15,abaraba,1903,ianremsen,1621,d4 f5 c4 Nf6 Bg5 g6 Nf3 Bg7 e3 O-O Nc3 d6 Be2 Nc6 O-O e5 e4 Qe8 Bxf6 Bxf6 Nd5 Qd7 dxe5 Bxe5 Nxe5 Nxe5 exf5 c6 fxg6 cxd5 gxh7+ Qxh7 Qxd5+ Qf7 Qxd6 Nxc4 Qg3+ Kh8 Qh4+,A84,4,Dutch Defense: Normal Variation,Dutch Defense,,Normal Variation
12800,FALSE,81,Resign,Black,15+15,ianremsen,1621,abaraba,1903,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 b5 Bb3 Nf6 O-O Be7 Re1 O-O a4 Bb7 d3 Na5 Nxe5 Nxb3 cxb3 d6 Nf3 Re8 Nc3 b4 Ne2 Bf8 Ng3 Nd7 d4 h6 d5 a5 Nd4 Ne5 f4 Ng6 f5 Ne5 Bf4 c5 dxc6 Nxc6 Nxc6 Bxc6 Qd4 Be7 Nh5 Bf8 Rac1 Bb7 f6 g6 Ng3 Re6 e5 g5 Bxg5 hxg5 Qg4 Rxe5 Rxe5 dxe5 Qxg5+ Kh8 Rc4 Bc5+ Rxc5 Qd4+ Kf1 Qd1+ Kf2 Qd4+ Ke2 Qxb2+ Kf1 Qxg2+ Ke1 Qg1+ Nf1,C88,15,Ruy Lopez: Closed |  Anti-Marshall 8.a4,Ruy Lopez,,Closed
12801,FALSE,34,Resign,Black,15+15,ianremsen,1621,kyrone,1804,e4 d6 d4 Nf6 Nc3 g6 f4 c5 dxc5 Qa5 Bd3 Qxc5 Bd2 Bg7 Qe2 Nc6 Nf3 Bg4 h3 Bxf3 gxf3 Nd4 Qe3 e5 O-O-O Bh6 Nd5 Nxd5 exd5 Bxf4 Qe4 f5 Qe1 Nxf3,B09,7,Pirc Defense: Austrian Attack,Pirc Defense,,Austrian Attack
12802,FALSE,34,Resign,White,15+15,abaraba,1903,ianremsen,1621,d4 f5 c4 Nf6 Nf3 g6 e3 Bg7 Bd3 O-O Nc3 d6 O-O Qe8 e4 e5 dxe5 dxe5 Nd5 Nxd5 cxd5 fxe4 Bxe4 Nd7 Bg5 Nc5 Nd2 Nxe4 Nxe4 Bf5 Ng3 Qb5 Qb3 Kh8,A84,4,Dutch Defense: Normal Variation,Dutch Defense,,Normal Variation
12803,TRUE,88,Resign,Black,10+0,imafatbox,1847,micape,1944,d4 d5 c4 e6 Nc3 Be7 Nf3 Nf6 Bf4 a6 h3 O-O e3 Re8 Be2 Nbd7 Qb3 c6 cxd5 exd5 Ne5 Nxe5 Bxe5 Nd7 Bh2 Nf6 Na4 b5 Nc3 Be6 Qc2 c5 O-O cxd4 exd4 Rc8 Qd2 b4 Na4 a5 Rac1 Ne4 Qe1 Bf6 Nc5 Nxc5 dxc5 Bxb2 Rc2 Bc3 Qd1 Rxc5 Bf4 d4 Bd3 b3 Rxc3 Rxc3 axb3 Bxb3 Qf3 Bc2 Bxh7+ Bxh7 Qb7 a4 Bd2 Rc2 Qb4 Qa8 Rd1 a3 Bf4 a2 Ra1 d3 Qb3 Qa7 Bg3 Be4 Kh1 Qa8 f3 Bg6 Qb4 d2 Qd6 Rc1+,D37,9,Queen's Gambit Declined: Harrwitz Attack,Queen's Gambit,Declined,Harrwitz Attack
12804,TRUE,64,Resign,Black,5+5,ataozguner,2040,bosspotato,2334,e4 g6 d4 Bg7 Nc3 d6 Bg5 a6 Qd2 b5 a4 b4 Nd5 a5 Nf3 c6 Ne3 Nf6 Bd3 O-O O-O c5 c3 Bb7 d5 Nbd7 c4 h6 Bh4 Nh5 Bg3 Nxg3 hxg3 e6 Nh2 exd5 cxd5 Ba6 f4 Bxd3 Qxd3 Bxb2 Nc4 Bxa1 Rxa1 Nb6 Ng4 Nxc4 Qxc4 Kg7 e5 Qc8 e6 Qa6 Qc2 c4 Qd2 Qb6+ Kh2 c3 Qc2 fxe6 dxe6 Rf5,B06,6,Modern Defense: Standard Defense,Modern Defense,,Standard Defense
12805,FALSE,48,Draw,Draw,10+0,fichess,1973,ataozguner,2040,e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nc6 Be3 Qc7 Nc3 a6 Bc4 b5 Bb3 Nf6 f3 Bb7 O-O Be7 Qe2 O-O Rad1 Na5 g4 Nxb3 cxb3 h6 h4 b4 Na4 d5 exd5 Nxd5 g5 hxg5 hxg5 Nxe3 Qxe3 Qg3+ Kh1 Qh4+ Kg1 Qg3+ Kh1 Qh4+ Kg1 Qg3+,B48,11,Sicilian Defense: Paulsen Variation |  Bastrikov Variation,Sicilian Defense,,Paulsen Variation
12806,FALSE,115,Mate,White,10+0,lkigor,1800,fichess,1973,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 b5 Bb3 Nf6 O-O Bc5 c3 O-O Re1 a5 d4 exd4 cxd4 Ba7 Bg5 h6 Bh4 g5 Nxg5 hxg5 Bxg5 Nxd4 e5 Nxb3 axb3 Bxf2+ Kxf2 Ne4+ Rxe4 f6 Bxf6 Rxf6+ exf6 Qxf6+ Kg1 Bb7 Qg4+ Qg7 Qxg7+ Kxg7 Re7+ Kf6 Rxd7 Rg8 Rd2 Ke5 Nc3 b4 Re1+ Kf4 Nd5+ Bxd5 Rxd5 Ra8 Rc5 a4 bxa4 Rxa4 Rxc7 Ra2 Rb1 b3 Rb7 Kg4 Rxb3 Ra4 Rf3 Re4 b4 Kh4 b5 Re8 b6 Rb8 b7 Kg4 Rc3 Kg5 Rc8 Rxb7 Rxb7 Kf5 Rc4 Ke5 g4 Ke6 Rb5 Kd6 h4 Kd7 g5 Kd6 h5 Kd7 h6 Kd6 h7 Kd7 h8=Q Ke7 g6 Kd7 g7 Kd6 g8=Q Kd7 Qhg7+ Kd6 Qc7#,C70,8,Ruy Lopez: Morphy Defense |  Caro Variation,Ruy Lopez,,Morphy Defense
12807,FALSE,48,Draw,Draw,10+0,fichess,1973,ataozguner,2040,e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nc6 Be3 Qc7 Nc3 a6 Bc4 b5 Bb3 Nf6 f3 Bb7 O-O Be7 Qe2 O-O Rad1 Na5 g4 Nxb3 cxb3 h6 h4 b4 Na4 d5 exd5 Nxd5 g5 hxg5 hxg5 Nxe3 Qxe3 Qg3+ Kh1 Qh4+ Kg1 Qg3+ Kh1 Qh4+ Kg1 Qg3+,B48,11,Sicilian Defense: Paulsen Variation |  Bastrikov Variation,Sicilian Defense,,Paulsen Variation
12808,FALSE,19,Resign,White,15+0,fichess,1973,cougar317,1505,d4 d5 Nf3 Bg4 Ne5 Nf6 Nxg4 Nxg4 e4 dxe4 Qxg4 Qxd4 c3 Qd5 Nd2 f5 Qf4 Qc6 Qxf5,D02,4,Queen's Pawn Game: Anti-Torre,Queen's Pawn Game,,Anti-Torre
12809,FALSE,51,Resign,White,10+0,fichess,1973,new2chess123,1765,b3 d6 Bb2 Nc6 e4 e5 Bb5 Bd7 f4 Nd4 Bxd7+ Qxd7 Nf3 Nxf3+ Qxf3 O-O-O Nc3 f6 fxe5 dxe5 O-O-O Bb4 Nd5 Bc5 c3 c6 Ne3 Ne7 d4 exd4 cxd4 Bxd4 Rxd4 Qc7 Rhd1 Rxd4 Rxd4 Ng6 Qh3+ Kb8 Rd7 Qf4 Rxg7 Ne5 Bxe5+ fxe5 Qg3 Qxe4 Rg4 Qd3 Qxe5+,A01,1,Nimzo-Larsen Attack,Nimzo-Larsen Attack,,
12810,FALSE,82,Out of Time,Black,10+0,chess_mechess100,2010,fichess,1973,Nf3 Nf6 d4 g6 Bg5 Bg7 Bxf6 Bxf6 e4 d6 h3 O-O c3 Nc6 Bd3 e5 d5 Ne7 Nbd2 Bg7 O-O f5 Re1 f4 Nh2 h6 Ndf3 g5 Qd2 Ng6 c4 h5 c5 g4 hxg4 hxg4 cxd6 cxd6 Nxe5 Bxe5 Rab1 Qh4 f3 g3 Ng4 Bxg4 fxg4 Qh2+ Kf1 Qh1+ Ke2 Qxg2+ Kd1 Qxd2+ Kxd2 f3 Rh1 g2 Rh5 f2 Rg5 Kg7 Rf5 Rxf5 gxf5 Nf4 Bb5 g1=B Rf1 Bd4 b3 Ng2 Kd3 Bb6 Bd7 Rh8 Be6 Rh3+ Kc4 Rh2 Rxf2 Bgxf2,A48,5,Torre Attack,Torre Attack,,
12811,FALSE,58,Resign,White,10+0,fichess,1973,dekildv,1522,e4 e5 Nf3 d6 Bc4 h6 d4 Qe7 dxe5 dxe5 c3 Nf6 Qe2 c6 O-O b5 Bb3 Bb7 h3 Nbd7 Be3 a5 Nbd2 a4 Bc2 g5 Rfd1 Bg7 Rac1 O-O c4 Ba6 cxb5 Bxb5 Bd3 Bxd3 Qxd3 Rac8 Nc4 Rfd8 Qd6 Qxd6 Nxd6 Rb8 Rd2 Nb6 Rxc6 Bf8 Bxb6 Bxd6 Rdxd6 Rxd6 Rxd6 Nxe4 Rd8+ Rxd8 Bxd8 f5,C41,5,Philidor Defense #3,Philidor Defense,,#3
12812,TRUE,36,Resign,Black,10+0,rw83,2091,fichess,1958,b3 Nf6 Bb2 g6 Nc3 Bg7 Nf3 d6 e4 O-O d3 Nc6 Be2 Bg4 O-O Qd7 h3 Bxf3 Bxf3 Ne8 Bg4 f5 exf5 gxf5 Bh5 e5 Bxe8 Raxe8 Qh5 Nd4 Rac1 Rf6 Nd5 Rh6 Qg5 Ne2+,A01,2,Nimzo-Larsen Attack: Indian Variation,Nimzo-Larsen Attack,,Indian Variation
12813,TRUE,116,Out of Time,Black,10+0,fichess,1969,abdo72,1969,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 d6 Nc3 g6 Be3 Bg7 Be2 Nf6 O-O O-O f3 a6 a4 Bd7 Qd2 Re8 Bc4 Ne5 Bb3 Rc8 f4 Neg4 f5 Nxe3 Qxe3 Qb6 Rad1 e5 fxe6 Bxe6 Rd3 Bxb3 Nxb3 Qxe3+ Rxe3 Ng4 Rg3 Bxc3 bxc3 Rxe4 a5 f5 Rd1 Kf7 h3 Ne5 Rxd6 Ke7 Rb6 Rc7 Nd4 Nc4 Rb4 Nxa5 Rd3 Re1+ Kh2 Nc6 Nxc6+ bxc6 Rb6 Rc1 Rd2 Ra1 Rb8 a5 Re2+ Kf7 Rh8 Kg7 Ree8 a4 h4 a3 Reg8+ Kh6 Ra8 a2 Rhd8 Re7 Rd6 Re2 Rxc6 Rxc2 Rca6 Kh5 R8a7 h6 Ra8 Kxh4 Rxg6 Rh1+ Kxh1 Rc1+ Kh2 a1=Q Rxa1 Rxa1 Rxh6+ Kg5 Rc6 Rc1 Rc4 f4 Rc5+ Kg4 c4 Rc3 Rc8 Rc2,B73,15,Sicilian Defense: Dragon Variation |  Classical Variation,Sicilian Defense,,Dragon Variation
12814,TRUE,71,Resign,White,10+0,fichess,1953,marc_robin,2141,e4 e5 Nf3 Nc6 Bc4 Nf6 d3 Be7 O-O O-O a4 d6 Nc3 h6 a5 Bg4 Be3 Nh7 h3 Bh5 Nd5 Bg5 c3 Ne7 g4 Bg6 Nxg5 Nxg5 h4 Nxd5 Bxd5 Ne6 h5 Bh7 a6 c6 axb7 cxd5 bxa8=Q Qxa8 Rxa7 Qc6 f3 d4 cxd4 exd4 Bd2 Qc5 Ra5 Qc7 f4 Nc5 Qc2 Qe7 g5 hxg5 fxg5 Qe6 Bf4 Qg4+ Qg2 Qxh5 Bxd6 Nxd3 Bxf8 Kxf8 Ra8+ Ke7 Ra7+ Ke8 Qg3,C55,7,Italian Game: Two Knights Defense |  Modern Bishop's Opening,Italian Game,,Two Knights Defense
